L I	L III	L II(Calc.)
-0.0106812	0.00213623	-0.00854492
-0.0186157	0.00701904	-0.0115967
-0.0250244	0.0112915	-0.0137329
-0.0302124	0.0143433	-0.0158691
-0.03479	0.0161743	-0.0186157
-0.0393677	0.017395	-0.0219727
-0.0430298	0.0180054	-0.0250244
-0.0460815	0.0183105	-0.027771
-0.0482178	0.0180054	-0.0302124
-0.0497437	0.017395	-0.0323486
-0.050354	0.0167847	-0.0335693
-0.0506592	0.0158691	-0.03479
-0.0509644	0.0152588	-0.0357056
-0.0521851	0.0146484	-0.0375366
-0.0537109	0.0146484	-0.0390625
-0.0546265	0.0152588	-0.0393677
-0.0543213	0.0158691	-0.0384521
-0.0531006	0.0167847	-0.0363159
-0.0518799	0.017395	-0.0344849
-0.0506592	0.0183105	-0.0323486
-0.0491333	0.0189209	-0.0302124
-0.0473022	0.0198364	-0.0274658
-0.0454712	0.0201416	-0.0253296
-0.0439453	0.0204468	-0.0234985
-0.043335	0.0204468	-0.0228882
-0.043335	0.0201416	-0.0231934
-0.0439453	0.0198364	-0.0241089
-0.0448608	0.0195313	-0.0253296
-0.0457764	0.0192261	-0.0265503
-0.0466919	0.0186157	-0.0280762
-0.0482178	0.0183105	-0.0299072
-0.0500488	0.0183105	-0.0317383
-0.0515747	0.0183105	-0.0332642
-0.0527954	0.0183105	-0.0344849
-0.0546265	0.0180054	-0.0366211
-0.0561523	0.0183105	-0.0378418
-0.0564575	0.0183105	-0.038147
-0.0558472	0.0186157	-0.0372314
-0.0543213	0.0189209	-0.0354004
-0.0521851	0.0189209	-0.0332642
-0.0500488	0.0186157	-0.0314331
-0.0476074	0.0183105	-0.0292969
-0.0445557	0.0180054	-0.0265503
-0.0408936	0.017395	-0.0234985
-0.0378418	0.0164795	-0.0213623
-0.0354004	0.015564	-0.0198364
-0.0341797	0.0149536	-0.0192261
-0.0344849	0.0146484	-0.0198364
-0.0357056	0.0146484	-0.0210571
-0.0378418	0.0149536	-0.0228882
-0.0396729	0.0149536	-0.0247192
-0.0424194	0.0152588	-0.0271606
-0.045166	0.0161743	-0.0289917
-0.0485229	0.0183105	-0.0302124
-0.0512695	0.0213623	-0.0299072
-0.0527954	0.0250244	-0.027771
-0.0531006	0.0308228	-0.0222778
-0.0512695	0.0387573	-0.0125122
-0.0473022	0.0482178	0.000915527
-0.0415039	0.0598145	0.0183105
-0.0344849	0.0735474	0.0390625
-0.0238037	0.0881958	0.0643921
-0.00732422	0.101318	0.0939941
0.0161743	0.111389	0.127563
0.0460815	0.116882	0.162964
0.0827026	0.116577	0.19928
0.126343	0.109863	0.236206
0.176392	0.0979614	0.274353
0.230408	0.0823975	0.312805
0.286865	0.0582886	0.345154
0.343933	0.0210571	0.36499
0.399475	-0.0296021	0.369873
0.447693	-0.0878906	0.359802
0.481873	-0.147095	0.334778
0.496826	-0.203857	0.292969
0.489197	-0.255127	0.23407
0.457764	-0.297852	0.159912
0.405273	-0.328064	0.0772095
0.334473	-0.342407	-0.00793457
0.250244	-0.337219	-0.0869751
0.158691	-0.31189	-0.153198
0.067749	-0.268555	-0.200806
-0.0137329	-0.212097	-0.22583
-0.0802612	-0.148315	-0.228577
-0.128174	-0.0848389	-0.213013
-0.155029	-0.0274658	-0.182495
-0.161438	0.0195313	-0.141907
-0.150146	0.0534058	-0.0967407
-0.125732	0.0732422	-0.0524902
-0.093689	0.0796509	-0.0140381
-0.06073	0.0750732	0.0143433
-0.0314331	0.0631714	0.0317383
-0.00915527	0.0476074	0.0384521
0.00518799	0.0323486	0.0375366
0.0112915	0.0204468	0.0317383
0.0106812	0.0128174	0.0234985
0.00518799	0.00976563	0.0149536
-0.00244141	0.010376	0.00793457
-0.0100708	0.0137329	0.00366211
-0.0158691	0.0177002	0.00183105
-0.0198364	0.0216675	0.00183105
-0.0222778	0.0247192	0.00244141
-0.0222778	0.0262451	0.00396729
-0.020752	0.0268555	0.00610352
-0.0180054	0.0265503	0.00854492
-0.0152588	0.0253296	0.0100708
-0.0131226	0.0238037	0.0106812
-0.0112915	0.0222778	0.0109863
-0.00976563	0.020752	0.0109863
-0.00854492	0.0198364	0.0112915
-0.00762939	0.0192261	0.0115967
-0.00732422	0.0189209	0.0115967
-0.00762939	0.0192261	0.0115967
-0.00732422	0.0195313	0.012207
-0.00671387	0.0201416	0.0134277
-0.00610352	0.0204468	0.0143433
-0.00518799	0.020752	0.015564
-0.00427246	0.020752	0.0164795
-0.00335693	0.020752	0.017395
-0.00244141	0.020752	0.0183105
-0.0012207	0.0210571	0.0198364
0	0.0210571	0.0210571
0.0012207	0.0213623	0.022583
0.00152588	0.0216675	0.0231934
0.00152588	0.0213623	0.0228882
0.0012207	0.020752	0.0219727
0.0012207	0.0204468	0.0216675
0.00213623	0.0198364	0.0219727
0.00366211	0.0189209	0.022583
0.00579834	0.0180054	0.0238037
0.00762939	0.0167847	0.0244141
0.00915527	0.0158691	0.0250244
0.0109863	0.0146484	0.0256348
0.0128174	0.0140381	0.0268555
0.0149536	0.0134277	0.0283813
0.0167847	0.0128174	0.0296021
0.0180054	0.0125122	0.0305176
0.0186157	0.012207	0.0308228
0.0195313	0.012207	0.0317383
0.020752	0.012207	0.032959
0.0222778	0.012207	0.0344849
0.0234985	0.0119019	0.0354004
0.0250244	0.0115967	0.0366211
0.0274658	0.0109863	0.0384521
0.0296021	0.010376	0.039978
0.0314331	0.00976563	0.0411987
0.0335693	0.00915527	0.0427246
0.0360107	0.00823975	0.0442505
0.038147	0.00762939	0.0457764
0.0393677	0.00671387	0.0460815
0.0405884	0.00549316	0.0460815
0.0415039	0.00427246	0.0457764
0.0424194	0.00335693	0.0457764
0.043335	0.00244141	0.0457764
0.0442505	0.0012207	0.0454712
0.045166	0.000305176	0.0454712
0.0460815	-0.000610352	0.0454712
0.0479126	-0.0012207	0.0466919
0.0506592	-0.00183105	0.0488281
0.0531006	-0.00244141	0.0506592
0.055542	-0.00274658	0.0527954
0.057373	-0.00274658	0.0546265
0.0595093	-0.00274658	0.0567627
0.0619507	-0.00244141	0.0595093
0.0650024	-0.00244141	0.062561
0.0680542	-0.00274658	0.0653076
0.0704956	-0.00305176	0.0674438
0.0726318	-0.00335693	0.0692749
0.0747681	-0.00427246	0.0704956
0.0775146	-0.00549316	0.0720215
0.0811768	-0.00701904	0.0741577
0.0854492	-0.0088501	0.0765991
0.0900269	-0.0109863	0.0790405
0.0946045	-0.0131226	0.0814819
0.0991821	-0.015564	0.0836182
0.103455	-0.0177002	0.0857544
0.107422	-0.0198364	0.0875854
0.112	-0.0219727	0.0900269
0.117188	-0.0241089	0.0930786
0.12207	-0.0262451	0.0958252
0.126038	-0.0280762	0.0979614
0.130005	-0.0296021	0.100403
0.134583	-0.0311279	0.103455
0.139465	-0.0326538	0.106812
0.144653	-0.0341797	0.110474
0.149841	-0.0354004	0.114441
0.15564	-0.0369263	0.118713
0.161438	-0.038147	0.123291
0.167236	-0.0396729	0.127563
0.172424	-0.0408936	0.131531
0.178528	-0.0424194	0.136108
0.185547	-0.0442505	0.141296
0.193176	-0.0460815	0.147095
0.2005	-0.0482178	0.152283
0.207825	-0.050354	0.157471
0.214539	-0.0524902	0.162048
0.221252	-0.0546265	0.166626
0.227661	-0.0564575	0.171204
0.233765	-0.0579834	0.175781
0.240173	-0.0588989	0.181274
0.245972	-0.0598145	0.186157
0.25116	-0.06073	0.19043
0.256348	-0.0613403	0.195007
0.26062	-0.0619507	0.198669
0.264893	-0.0619507	0.202942
0.26886	-0.0619507	0.206909
0.273132	-0.0622559	0.210876
0.278015	-0.0631714	0.214844
0.282593	-0.0643921	0.218201
0.28656	-0.0653076	0.221252
0.290222	-0.065918	0.224304
0.292969	-0.065918	0.227051
0.2948	-0.0653076	0.229492
0.296326	-0.0640869	0.232239
0.296936	-0.0619507	0.234985
0.296326	-0.0592041	0.237122
0.294495	-0.0558472	0.238647
0.290833	-0.0515747	0.239258
0.285339	-0.0469971	0.238342
0.2771	-0.0411987	0.235901
0.267029	-0.0350952	0.231934
0.255432	-0.0286865	0.226746
0.24353	-0.0219727	0.221558
0.230103	-0.0152588	0.214844
0.215454	-0.00823975	0.207214
0.200195	-0.0012207	0.198975
0.184021	0.00549316	0.189514
0.167542	0.0119019	0.179443
0.151062	0.0180054	0.169067
0.135498	0.0231934	0.158691
0.121155	0.0274658	0.148621
0.107422	0.0317383	0.13916
0.0933838	0.0354004	0.128784
0.0790405	0.0387573	0.117798
0.0643921	0.0415039	0.105896
0.0500488	0.0436401	0.093689
0.0372314	0.0457764	0.0830078
0.0253296	0.0479126	0.0732422
0.0146484	0.050354	0.0650024
0.00427246	0.0524902	0.0567627
-0.00579834	0.0537109	0.0479126
-0.0158691	0.0546265	0.0387573
-0.0256348	0.0549316	0.0292969
-0.0332642	0.0546265	0.0213623
-0.0393677	0.0537109	0.0143433
-0.0445557	0.0524902	0.00793457
-0.0491333	0.0506592	0.00152588
-0.0534058	0.0491333	-0.00427246
-0.057373	0.0476074	-0.00976563
-0.0616455	0.0463867	-0.0152588
-0.0656128	0.0454712	-0.0201416
-0.0689697	0.0448608	-0.0241089
-0.0717163	0.0439453	-0.027771
-0.0732422	0.043335	-0.0299072
-0.0744629	0.043335	-0.0311279
-0.0756836	0.0430298	-0.0326538
-0.0769043	0.0430298	-0.0338745
-0.078125	0.0424194	-0.0357056
-0.0796509	0.0418091	-0.0378418
-0.0805664	0.0411987	-0.0393677
-0.0805664	0.0405884	-0.039978
-0.0796509	0.0402832	-0.0393677
-0.0790405	0.0396729	-0.0393677
-0.0787354	0.0396729	-0.0390625
-0.078125	0.0393677	-0.0387573
-0.0772095	0.0393677	-0.0378418
-0.0756836	0.0390625	-0.0366211
-0.0732422	0.0390625	-0.0341797
-0.0714111	0.0390625	-0.0323486
-0.0698853	0.0393677	-0.0305176
-0.0686646	0.0393677	-0.0292969
-0.0674438	0.0393677	-0.0280762
-0.0668335	0.0393677	-0.0274658
-0.0668335	0.0393677	-0.0274658
-0.067749	0.0393677	-0.0283813
-0.0695801	0.0396729	-0.0299072
-0.0720215	0.0396729	-0.0323486
-0.0741577	0.0390625	-0.0350952
-0.0744629	0.0384521	-0.0360107
-0.0738525	0.038147	-0.0357056
-0.072937	0.0378418	-0.0350952
-0.0720215	0.0372314	-0.03479
-0.0698853	0.0369263	-0.032959
-0.0671387	0.0366211	-0.0305176
-0.0640869	0.0369263	-0.0271606
-0.0604248	0.0369263	-0.0234985
-0.0567627	0.0369263	-0.0198364
-0.0537109	0.0366211	-0.0170898
-0.0512695	0.0369263	-0.0143433
-0.0491333	0.0372314	-0.0119019
-0.0476074	0.0375366	-0.0100708
-0.0469971	0.0375366	-0.00946045
-0.0476074	0.0378418	-0.00976563
-0.0488281	0.0378418	-0.0109863
-0.0500488	0.0378418	-0.012207
-0.0506592	0.0378418	-0.0128174
-0.0509644	0.0378418	-0.0131226
-0.0506592	0.038147	-0.0125122
-0.0506592	0.038147	-0.0125122
-0.050354	0.038147	-0.012207
-0.0494385	0.038147	-0.0112915
-0.0485229	0.038147	-0.010376
-0.0482178	0.0378418	-0.010376
-0.0482178	0.0372314	-0.0109863
-0.0482178	0.0366211	-0.0115967
-0.0476074	0.0360107	-0.0115967
-0.0469971	0.0357056	-0.0112915
-0.0463867	0.0357056	-0.0106812
-0.0457764	0.0360107	-0.00976563
-0.0457764	0.0360107	-0.00976563
-0.0457764	0.0360107	-0.00976563
-0.0457764	0.0363159	-0.00946045
-0.0454712	0.0369263	-0.00854492
-0.0448608	0.0375366	-0.00732422
-0.0442505	0.038147	-0.00610352
-0.0445557	0.0387573	-0.00579834
-0.045166	0.0387573	-0.00640869
-0.0457764	0.038147	-0.00762939
-0.0466919	0.0375366	-0.00915527
-0.0479126	0.0369263	-0.0109863
-0.0491333	0.0360107	-0.0131226
-0.0506592	0.0350952	-0.015564
-0.0521851	0.0341797	-0.0180054
-0.0524902	0.0332642	-0.0192261
-0.0518799	0.0323486	-0.0195313
-0.0512695	0.0314331	-0.0198364
-0.0512695	0.0305176	-0.020752
-0.0515747	0.0299072	-0.0216675
-0.0518799	0.0292969	-0.022583
-0.0524902	0.0292969	-0.0231934
-0.0534058	0.0296021	-0.0238037
-0.0540161	0.0296021	-0.0244141
-0.0546265	0.0292969	-0.0253296
-0.0552368	0.0286865	-0.0265503
-0.0564575	0.0280762	-0.0283813
-0.0576782	0.0274658	-0.0302124
-0.0582886	0.0268555	-0.0314331
-0.0588989	0.0262451	-0.0326538
-0.0592041	0.0256348	-0.0335693
-0.0592041	0.0244141	-0.03479
-0.0582886	0.0238037	-0.0344849
-0.0579834	0.0234985	-0.0344849
-0.0576782	0.0234985	-0.0341797
-0.057373	0.0234985	-0.0338745
-0.0582886	0.0238037	-0.0344849
-0.0598145	0.0241089	-0.0357056
-0.0616455	0.0244141	-0.0372314
-0.062561	0.0244141	-0.038147
-0.062561	0.0244141	-0.038147
-0.062561	0.0238037	-0.0387573
-0.0622559	0.0231934	-0.0390625
-0.0619507	0.0222778	-0.0396729
-0.06073	0.0213623	-0.0393677
-0.0592041	0.0201416	-0.0390625
-0.0576782	0.0189209	-0.0387573
-0.0561523	0.0180054	-0.038147
-0.0552368	0.017395	-0.0378418
-0.0558472	0.0164795	-0.0393677
-0.0576782	0.0158691	-0.0418091
-0.06073	0.0158691	-0.0448608
-0.0643921	0.0158691	-0.0485229
-0.067749	0.0158691	-0.0518799
-0.0698853	0.0161743	-0.0537109
-0.0714111	0.0161743	-0.0552368
-0.0726318	0.0164795	-0.0561523
-0.0732422	0.0167847	-0.0564575
-0.0726318	0.0170898	-0.055542
-0.071106	0.017395	-0.0537109
-0.0692749	0.017395	-0.0518799
-0.0674438	0.017395	-0.0500488
-0.0656128	0.0170898	-0.0485229
-0.0640869	0.0167847	-0.0473022
-0.0634766	0.0161743	-0.0473022
-0.0631714	0.0158691	-0.0473022
-0.0634766	0.015564	-0.0479126
-0.0637817	0.0149536	-0.0488281
-0.0646973	0.0146484	-0.0500488
-0.0653076	0.0143433	-0.0509644
-0.0653076	0.0137329	-0.0515747
-0.0650024	0.0131226	-0.0518799
-0.0653076	0.0125122	-0.0527954
-0.0656128	0.012207	-0.0534058
-0.0656128	0.012207	-0.0534058
-0.0656128	0.0115967	-0.0540161
-0.0656128	0.0112915	-0.0543213
-0.0653076	0.0109863	-0.0543213
-0.0653076	0.0106812	-0.0546265
-0.0653076	0.0109863	-0.0543213
-0.0650024	0.0109863	-0.0540161
-0.0637817	0.0112915	-0.0524902
-0.062561	0.012207	-0.050354
-0.0613403	0.0128174	-0.0485229
-0.0604248	0.0131226	-0.0473022
-0.0601196	0.0131226	-0.0469971
-0.0601196	0.0128174	-0.0473022
-0.0613403	0.0125122	-0.0488281
-0.0634766	0.0119019	-0.0515747
-0.0656128	0.0115967	-0.0540161
-0.0662231	0.0106812	-0.055542
-0.065918	0.00976563	-0.0561523
-0.0656128	0.0088501	-0.0567627
-0.0653076	0.00823975	-0.0570679
-0.0646973	0.00793457	-0.0567627
-0.0634766	0.00762939	-0.0558472
-0.0619507	0.00732422	-0.0546265
-0.0613403	0.00732422	-0.0540161
-0.0613403	0.00732422	-0.0540161
-0.0622559	0.00701904	-0.0552368
-0.0634766	0.00640869	-0.0570679
-0.0640869	0.00610352	-0.0579834
-0.0643921	0.00579834	-0.0585938
-0.0653076	0.00549316	-0.0598145
-0.0662231	0.00549316	-0.06073
-0.0671387	0.00579834	-0.0613403
-0.0668335	0.00640869	-0.0604248
-0.0646973	0.00671387	-0.0579834
-0.0619507	0.00732422	-0.0546265
-0.0595093	0.00762939	-0.0518799
-0.0582886	0.00854492	-0.0497437
-0.0576782	0.00915527	-0.0485229
-0.057373	0.00946045	-0.0479126
-0.0570679	0.00946045	-0.0476074
-0.0564575	0.0088501	-0.0476074
-0.0561523	0.00823975	-0.0479126
-0.055542	0.00701904	-0.0485229
-0.0549316	0.00610352	-0.0488281
-0.0543213	0.00579834	-0.0485229
-0.0537109	0.00518799	-0.0485229
-0.0527954	0.00488281	-0.0479126
-0.0518799	0.00457764	-0.0473022
-0.0509644	0.00396729	-0.0469971
-0.0509644	0.00396729	-0.0469971
-0.0515747	0.00396729	-0.0476074
-0.0527954	0.00457764	-0.0482178
-0.0540161	0.00518799	-0.0488281
-0.0552368	0.00549316	-0.0497437
-0.0564575	0.00549316	-0.0509644
-0.0576782	0.00518799	-0.0524902
-0.0579834	0.00518799	-0.0527954
-0.0579834	0.00518799	-0.0527954
-0.0576782	0.00518799	-0.0524902
-0.0576782	0.00549316	-0.0521851
-0.0576782	0.00549316	-0.0521851
-0.057373	0.00549316	-0.0518799
-0.0567627	0.00549316	-0.0512695
-0.0561523	0.00518799	-0.0509644
-0.0561523	0.00488281	-0.0512695
-0.0564575	0.00488281	-0.0515747
-0.0570679	0.00518799	-0.0518799
-0.0576782	0.00579834	-0.0518799
-0.0579834	0.00640869	-0.0515747
-0.0570679	0.00701904	-0.0500488
-0.0561523	0.00762939	-0.0485229
-0.0558472	0.0088501	-0.0469971
-0.0543213	0.0100708	-0.0442505
-0.0512695	0.0115967	-0.0396729
-0.0473022	0.0131226	-0.0341797
-0.0430298	0.0143433	-0.0286865
-0.038147	0.0146484	-0.0234985
-0.0332642	0.0146484	-0.0186157
-0.0302124	0.0143433	-0.0158691
-0.0280762	0.0137329	-0.0143433
-0.0244141	0.0128174	-0.0115967
-0.0186157	0.0119019	-0.00671387
-0.0112915	0.0109863	-0.000305176
-0.00427246	0.0100708	0.00579834
0.00213623	0.0088501	0.0109863
0.00823975	0.00823975	0.0164795
0.015564	0.00823975	0.0238037
0.0244141	0.00793457	0.0323486
0.0338745	0.00732422	0.0411987
0.0418091	0.00671387	0.0485229
0.0479126	0.00671387	0.0546265
0.0521851	0.00701904	0.0592041
0.0540161	0.00732422	0.0613403
0.0534058	0.00732422	0.06073
0.0509644	0.00762939	0.0585938
0.0457764	0.00793457	0.0537109
0.0396729	0.00854492	0.0482178
0.0338745	0.00854492	0.0424194
0.0289917	0.00762939	0.0366211
0.0250244	0.00549316	0.0305176
0.0216675	0.00183105	0.0234985
0.0195313	-0.00305176	0.0164795
0.0186157	-0.0088501	0.00976563
0.0186157	-0.0149536	0.00366211
0.0186157	-0.0210571	-0.00244141
0.0186157	-0.0262451	-0.00762939
0.0186157	-0.0305176	-0.0119019
0.017395	-0.0338745	-0.0164795
0.0140381	-0.0354004	-0.0213623
0.00823975	-0.0350952	-0.0268555
0.000305176	-0.0332642	-0.032959
-0.00823975	-0.0299072	-0.038147
-0.0167847	-0.0259399	-0.0427246
-0.0247192	-0.0216675	-0.0463867
-0.0323486	-0.0177002	-0.0500488
-0.0393677	-0.0137329	-0.0531006
-0.0457764	-0.0106812	-0.0564575
-0.0515747	-0.00823975	-0.0598145
-0.0561523	-0.00671387	-0.0628662
-0.0592041	-0.00549316	-0.0646973
-0.0604248	-0.00488281	-0.0653076
-0.0610352	-0.00457764	-0.0656128
-0.0619507	-0.00427246	-0.0662231
-0.062561	-0.00427246	-0.0668335
-0.0631714	-0.00457764	-0.067749
-0.0643921	-0.00457764	-0.0689697
-0.065918	-0.00457764	-0.0704956
-0.0671387	-0.00457764	-0.0717163
-0.067749	-0.00457764	-0.0723267
-0.0683594	-0.00457764	-0.072937
-0.0686646	-0.00427246	-0.072937
-0.0689697	-0.00366211	-0.0726318
-0.0686646	-0.00366211	-0.0723267
-0.067749	-0.00366211	-0.0714111
-0.065918	-0.00396729	-0.0698853
-0.0631714	-0.00427246	-0.0674438
-0.06073	-0.00457764	-0.0653076
-0.0585938	-0.00488281	-0.0634766
-0.0570679	-0.00518799	-0.0622559
-0.055542	-0.00549316	-0.0610352
-0.0552368	-0.00518799	-0.0604248
-0.0561523	-0.00427246	-0.0604248
-0.0576782	-0.00335693	-0.0610352
-0.0595093	-0.00213623	-0.0616455
-0.0610352	-0.000610352	-0.0616455
-0.0628662	0.0012207	-0.0616455
-0.0640869	0.00244141	-0.0616455
-0.0643921	0.00335693	-0.0610352
-0.0640869	0.00396729	-0.0601196
-0.0634766	0.00427246	-0.0592041
-0.0628662	0.00427246	-0.0585938
-0.0622559	0.00366211	-0.0585938
-0.0619507	0.00274658	-0.0592041
-0.0619507	0.00152588	-0.0604248
-0.0613403	0.000610352	-0.06073
-0.06073	0	-0.06073
-0.0604248	-0.000305176	-0.06073
-0.0595093	-0.000305176	-0.0598145
-0.057373	-0.000305176	-0.0576782
-0.055542	0	-0.055542
-0.0543213	0.000915527	-0.0534058
-0.0531006	0.00183105	-0.0512695
-0.0518799	0.00274658	-0.0491333
-0.0500488	0.00305176	-0.0469971
-0.0485229	0.00335693	-0.045166
-0.0479126	0.00396729	-0.0439453
-0.0488281	0.00549316	-0.043335
-0.0509644	0.00793457	-0.0430298
-0.0527954	0.012207	-0.0405884
-0.0540161	0.0186157	-0.0354004
-0.0537109	0.0268555	-0.0268555
-0.0512695	0.0375366	-0.0137329
-0.0473022	0.050354	0.00305176
-0.0408936	0.0646973	0.0238037
-0.0289917	0.0787354	0.0497437
-0.00915527	0.0894165	0.0802612
0.0186157	0.0961304	0.114746
0.0540161	0.0976563	0.151672
0.0961304	0.0933838	0.189514
0.145874	0.0836182	0.229492
0.200806	0.0695801	0.270386
0.257874	0.0500488	0.307922
0.315552	0.0204468	0.335999
0.371399	-0.0219727	0.349426
0.420837	-0.072937	0.3479
0.458069	-0.125732	0.332336
0.47821	-0.176086	0.302124
0.476685	-0.222168	0.254517
0.451965	-0.261536	0.19043
0.405579	-0.291138	0.114441
0.341187	-0.307617	0.0335693
0.262451	-0.307007	-0.0445557
0.174866	-0.288391	-0.113525
0.0854492	-0.253296	-0.167847
0.00152588	-0.205994	-0.204468
-0.0704956	-0.151062	-0.221558
-0.125732	-0.093689	-0.219421
-0.160828	-0.0402832	-0.201111
-0.175781	0.00396729	-0.171814
-0.171814	0.0366211	-0.135193
-0.152588	0.0561523	-0.0964355
-0.122986	0.0631714	-0.0598145
-0.0891113	0.0598145	-0.0292969
-0.0564575	0.0482178	-0.00823975
-0.0286865	0.0326538	0.00396729
-0.00823975	0.0161743	0.00793457
0.00427246	0.00244141	0.00671387
0.00976563	-0.00671387	0.00305176
0.00946045	-0.0115967	-0.00213623
0.00549316	-0.0125122	-0.00701904
-0.000305176	-0.0100708	-0.010376
-0.00671387	-0.00610352	-0.0128174
-0.012207	-0.00213623	-0.0143433
-0.0158691	0.00152588	-0.0143433
-0.0170898	0.00427246	-0.0128174
-0.017395	0.00640869	-0.0109863
-0.017395	0.00701904	-0.010376
-0.0170898	0.00640869	-0.0106812
-0.0177002	0.00427246	-0.0134277
-0.0186157	0.00183105	-0.0167847
-0.0189209	-0.000915527	-0.0198364
-0.0183105	-0.00335693	-0.0216675
-0.017395	-0.00488281	-0.0222778
-0.015564	-0.00610352	-0.0216675
-0.0137329	-0.00671387	-0.0204468
-0.0119019	-0.00671387	-0.0186157
-0.00976563	-0.00610352	-0.0158691
-0.00701904	-0.00518799	-0.012207
-0.00335693	-0.00396729	-0.00732422
0	-0.00274658	-0.00274658
0.00305176	-0.00152588	0.00152588
0.00427246	-0.000610352	0.00366211
0.00488281	0	0.00488281
0.00518799	0	0.00518799
0.00549316	-0.000915527	0.00457764
0.00518799	-0.00183105	0.00335693
0.00457764	-0.00305176	0.00152588
0.00396729	-0.00457764	-0.000610352
0.00366211	-0.00610352	-0.00244141
0.00396729	-0.00762939	-0.00366211
0.00427246	-0.00915527	-0.00488281
0.00488281	-0.0100708	-0.00518799
0.00579834	-0.010376	-0.00457764
0.00762939	-0.010376	-0.00274658
0.0088501	-0.0100708	-0.0012207
0.0100708	-0.00976563	0.000305176
0.0112915	-0.00976563	0.00152588
0.0134277	-0.00946045	0.00396729
0.0161743	-0.00854492	0.00762939
0.0186157	-0.00762939	0.0109863
0.0201416	-0.00640869	0.0137329
0.0210571	-0.00579834	0.0152588
0.0216675	-0.00549316	0.0161743
0.0219727	-0.00518799	0.0167847
0.022583	-0.00457764	0.0180054
0.0234985	-0.00457764	0.0189209
0.0253296	-0.00488281	0.0204468
0.0271606	-0.00549316	0.0216675
0.0289917	-0.00579834	0.0231934
0.0308228	-0.00640869	0.0244141
0.0332642	-0.00732422	0.0259399
0.0366211	-0.0088501	0.027771
0.039978	-0.010376	0.0296021
0.043335	-0.0119019	0.0314331
0.0463867	-0.0134277	0.032959
0.0491333	-0.0149536	0.0341797
0.0518799	-0.0164795	0.0354004
0.0540161	-0.0177002	0.0363159
0.0561523	-0.0186157	0.0375366
0.0579834	-0.0192261	0.0387573
0.0595093	-0.0198364	0.0396729
0.06073	-0.0201416	0.0405884
0.0619507	-0.0201416	0.0418091
0.0634766	-0.0198364	0.0436401
0.065918	-0.0195313	0.0463867
0.0689697	-0.0192261	0.0497437
0.0717163	-0.0189209	0.0527954
0.0750732	-0.0189209	0.0561523
0.0784302	-0.0192261	0.0592041
0.0820923	-0.0195313	0.062561
0.0869751	-0.0201416	0.0668335
0.0918579	-0.0210571	0.0708008
0.0970459	-0.0219727	0.0750732
0.101929	-0.0234985	0.0784302
0.106201	-0.0256348	0.0805664
0.109863	-0.0274658	0.0823975
0.11322	-0.0289917	0.0842285
0.115356	-0.0305176	0.0848389
0.117188	-0.0320435	0.085144
0.119324	-0.0338745	0.0854492
0.123291	-0.0360107	0.0872803
0.127563	-0.0378418	0.0897217
0.131836	-0.0393677	0.0924683
0.135498	-0.0405884	0.0949097
0.13916	-0.0415039	0.0976563
0.143433	-0.0424194	0.101013
0.149231	-0.043335	0.105896
0.155029	-0.0445557	0.110474
0.160828	-0.0460815	0.114746
0.166626	-0.0476074	0.119019
0.172119	-0.0488281	0.123291
0.178223	-0.050354	0.127869
0.185242	-0.0524902	0.132751
0.191956	-0.0546265	0.137329
0.198364	-0.0570679	0.141296
0.205383	-0.0595093	0.145874
0.213013	-0.0616455	0.151367
0.220642	-0.0637817	0.15686
0.228577	-0.0653076	0.163269
0.236206	-0.0668335	0.169373
0.24353	-0.0683594	0.175171
0.250244	-0.0692749	0.180969
0.255737	-0.0698853	0.185852
0.259705	-0.0704956	0.189209
0.263977	-0.0708008	0.193176
0.26886	-0.071106	0.197754
0.273743	-0.0717163	0.202026
0.27832	-0.0720215	0.206299
0.281982	-0.0726318	0.209351
0.284424	-0.0732422	0.211182
0.28656	-0.0741577	0.212402
0.289917	-0.0753784	0.214539
0.293884	-0.0759888	0.217896
0.297546	-0.0762939	0.221252
0.300598	-0.0762939	0.224304
0.302429	-0.0762939	0.226135
0.302734	-0.0759888	0.226746
0.301819	-0.0747681	0.227051
0.299072	-0.0723267	0.226746
0.295105	-0.0689697	0.226135
0.289612	-0.0646973	0.224915
0.282898	-0.0598145	0.223083
0.273743	-0.0537109	0.220032
0.262756	-0.0469971	0.215759
0.250244	-0.0396729	0.210571
0.236816	-0.0320435	0.204773
0.222778	-0.0238037	0.198975
0.20813	-0.0158691	0.192261
0.192566	-0.00793457	0.184631
0.176086	-0.000915527	0.175171
0.159607	0.00518799	0.164795
0.143433	0.010376	0.153809
0.126648	0.0149536	0.141602
0.110779	0.0189209	0.1297
0.09552	0.0222778	0.117798
0.0790405	0.0250244	0.104065
0.0619507	0.027771	0.0897217
0.0457764	0.0302124	0.0759888
0.0326538	0.032959	0.0656128
0.0213623	0.0354004	0.0567627
0.0112915	0.038147	0.0494385
0.00152588	0.0405884	0.0421143
-0.00701904	0.0430298	0.0360107
-0.0143433	0.045166	0.0308228
-0.0204468	0.0466919	0.0262451
-0.0256348	0.0476074	0.0219727
-0.0299072	0.0473022	0.017395
-0.0341797	0.0460815	0.0119019
-0.0390625	0.0445557	0.00549316
-0.0448608	0.0427246	-0.00213623
-0.0512695	0.0408936	-0.010376
-0.0579834	0.0384521	-0.0195313
