L I	L III	L II(Calc.)
-0.000610352	-0.0186157	-0.0192261
0.00488281	-0.0180054	-0.0131226
0.0112915	-0.0177002	-0.00640869
0.0183105	-0.0180054	0.000305176
0.0253296	-0.0186157	0.00671387
0.0314331	-0.0195313	0.0119019
0.0366211	-0.0195313	0.0170898
0.039978	-0.0192261	0.020752
0.0415039	-0.0183105	0.0231934
0.0411987	-0.0177002	0.0234985
0.0390625	-0.0161743	0.0228882
0.0354004	-0.0143433	0.0210571
0.0302124	-0.0128174	0.017395
0.0250244	-0.0125122	0.0125122
0.0204468	-0.0137329	0.00671387
0.0167847	-0.0170898	-0.000305176
0.0140381	-0.0219727	-0.00793457
0.0125122	-0.0283813	-0.0158691
0.012207	-0.0357056	-0.0234985
0.012207	-0.0430298	-0.0308228
0.0112915	-0.050354	-0.0390625
0.00976563	-0.0567627	-0.0469971
0.00671387	-0.0616455	-0.0549316
0.00244141	-0.0646973	-0.0622559
-0.00335693	-0.065918	-0.0692749
-0.0109863	-0.0646973	-0.0756836
-0.0192261	-0.0613403	-0.0805664
-0.027771	-0.0567627	-0.0845337
-0.0357056	-0.0515747	-0.0872803
-0.0427246	-0.0463867	-0.0891113
-0.0482178	-0.0421143	-0.090332
-0.0524902	-0.0384521	-0.0909424
-0.055542	-0.0360107	-0.0915527
-0.0576782	-0.0344849	-0.0921631
-0.0588989	-0.0341797	-0.0930786
-0.0595093	-0.0344849	-0.0939941
-0.0592041	-0.0357056	-0.0949097
-0.0592041	-0.0366211	-0.0958252
-0.0588989	-0.0375366	-0.0964355
-0.0588989	-0.038147	-0.0970459
-0.0592041	-0.0387573	-0.0979614
-0.0595093	-0.0387573	-0.0982666
-0.0601196	-0.0384521	-0.0985718
-0.0604248	-0.0378418	-0.0982666
-0.06073	-0.0369263	-0.0976563
-0.0610352	-0.0357056	-0.0967407
-0.0613403	-0.0344849	-0.0958252
-0.0613403	-0.0335693	-0.0949097
-0.0613403	-0.0332642	-0.0946045
-0.0613403	-0.0332642	-0.0946045
-0.0616455	-0.0332642	-0.0949097
-0.0619507	-0.032959	-0.0949097
-0.0619507	-0.0326538	-0.0946045
-0.0619507	-0.0320435	-0.0939941
-0.0619507	-0.0311279	-0.0930786
-0.0619507	-0.0305176	-0.0924683
-0.0619507	-0.0299072	-0.0918579
-0.0619507	-0.0292969	-0.0912476
-0.0616455	-0.0289917	-0.0906372
-0.0616455	-0.0286865	-0.090332
-0.0613403	-0.0283813	-0.0897217
-0.0616455	-0.0283813	-0.0900269
-0.0616455	-0.0283813	-0.0900269
-0.0616455	-0.0280762	-0.0897217
-0.0616455	-0.0280762	-0.0897217
-0.0616455	-0.0280762	-0.0897217
-0.0616455	-0.0283813	-0.0900269
-0.0619507	-0.0283813	-0.090332
-0.0619507	-0.0283813	-0.090332
-0.0619507	-0.027771	-0.0897217
-0.0616455	-0.027771	-0.0894165
-0.06073	-0.0280762	-0.0888062
-0.0601196	-0.0283813	-0.088501
-0.0592041	-0.0289917	-0.0881958
-0.0585938	-0.0299072	-0.088501
-0.057373	-0.0305176	-0.0878906
-0.0558472	-0.0311279	-0.0869751
-0.0549316	-0.0320435	-0.0869751
-0.0540161	-0.032959	-0.0869751
-0.0537109	-0.0335693	-0.0872803
-0.0540161	-0.0332642	-0.0872803
-0.0546265	-0.0326538	-0.0872803
-0.0552368	-0.0320435	-0.0872803
-0.0552368	-0.0305176	-0.0857544
-0.0540161	-0.0268555	-0.0808716
-0.0518799	-0.0213623	-0.0732422
-0.0482178	-0.0143433	-0.062561
-0.0424194	-0.00579834	-0.0482178
-0.0332642	0.00305176	-0.0302124
-0.0210571	0.0115967	-0.00946045
-0.00457764	0.0186157	0.0140381
0.0177002	0.0228882	0.0405884
0.045166	0.0247192	0.0698853
0.0769043	0.0253296	0.102234
0.11261	0.0271606	0.139771
0.151367	0.0299072	0.181274
0.19165	0.0302124	0.221863
0.230713	0.0234985	0.254211
0.265503	0.0088501	0.274353
0.292358	-0.0112915	0.281067
0.308228	-0.032959	0.275269
0.308838	-0.0527954	0.256042
0.292053	-0.0714111	0.220642
0.257263	-0.088501	0.168762
0.205383	-0.102539	0.102844
0.140686	-0.111084	0.0296021
0.0680542	-0.11261	-0.0445557
-0.00549316	-0.106506	-0.112
-0.0741577	-0.0924683	-0.166626
-0.132141	-0.0717163	-0.203857
-0.175476	-0.0473022	-0.222778
-0.201416	-0.0228882	-0.224304
-0.20874	-0.00213623	-0.210876
-0.198669	0.012207	-0.186462
-0.174866	0.0195313	-0.155334
-0.142212	0.0201416	-0.12207
-0.105896	0.0149536	-0.0909424
-0.0708008	0.00610352	-0.0646973
-0.0408936	-0.00457764	-0.0454712
-0.0192261	-0.0149536	-0.0341797
-0.00579834	-0.0234985	-0.0292969
0	-0.0299072	-0.0299072
-0.000610352	-0.0335693	-0.0341797
-0.00518799	-0.0350952	-0.0402832
-0.0109863	-0.03479	-0.0457764
-0.0170898	-0.0338745	-0.0509644
-0.0213623	-0.032959	-0.0543213
-0.0238037	-0.0326538	-0.0564575
-0.0241089	-0.0326538	-0.0567627
-0.0228882	-0.0335693	-0.0564575
-0.0210571	-0.03479	-0.0558472
-0.0186157	-0.0357056	-0.0543213
-0.0164795	-0.0363159	-0.0527954
-0.0152588	-0.0366211	-0.0518799
-0.0146484	-0.0369263	-0.0515747
-0.0143433	-0.0372314	-0.0515747
-0.0143433	-0.0372314	-0.0515747
-0.0146484	-0.0372314	-0.0518799
-0.0146484	-0.0372314	-0.0518799
-0.0140381	-0.0375366	-0.0515747
-0.0128174	-0.038147	-0.0509644
-0.0115967	-0.0390625	-0.0506592
-0.0100708	-0.0402832	-0.050354
-0.00823975	-0.0408936	-0.0491333
-0.00701904	-0.0411987	-0.0482178
-0.00549316	-0.0408936	-0.0463867
-0.00427246	-0.0402832	-0.0445557
-0.00335693	-0.0396729	-0.0430298
-0.00305176	-0.0387573	-0.0418091
-0.00244141	-0.0378418	-0.0402832
-0.00213623	-0.0363159	-0.0384521
-0.00183105	-0.0354004	-0.0372314
-0.0012207	-0.0350952	-0.0363159
-0.000305176	-0.0354004	-0.0357056
0.000915527	-0.0360107	-0.0350952
0.00213623	-0.0366211	-0.0344849
0.00335693	-0.0372314	-0.0338745
0.00457764	-0.0384521	-0.0338745
0.00610352	-0.0396729	-0.0335693
0.00762939	-0.0405884	-0.032959
0.0088501	-0.0411987	-0.0323486
0.0106812	-0.0411987	-0.0305176
0.0125122	-0.0415039	-0.0289917
0.0143433	-0.0415039	-0.0271606
0.015564	-0.0408936	-0.0253296
0.0170898	-0.039978	-0.0228882
0.0192261	-0.0387573	-0.0195313
0.0210571	-0.038147	-0.0170898
0.022583	-0.0375366	-0.0149536
0.0238037	-0.0369263	-0.0131226
0.0250244	-0.0372314	-0.012207
0.0262451	-0.0378418	-0.0115967
0.027771	-0.0390625	-0.0112915
0.0289917	-0.0405884	-0.0115967
0.0302124	-0.0418091	-0.0115967
0.0320435	-0.043335	-0.0112915
0.0341797	-0.0448608	-0.0106812
0.0363159	-0.0457764	-0.00946045
0.0387573	-0.0460815	-0.00732422
0.0411987	-0.0460815	-0.00488281
0.0436401	-0.0454712	-0.00183105
0.0457764	-0.0448608	0.000915527
0.0479126	-0.0442505	0.00366211
0.0497437	-0.0436401	0.00610352
0.0518799	-0.043335	0.00854492
0.0534058	-0.043335	0.0100708
0.0552368	-0.0439453	0.0112915
0.0564575	-0.045166	0.0112915
0.0582886	-0.0463867	0.0119019
0.0598145	-0.0476074	0.012207
0.0619507	-0.0488281	0.0131226
0.0640869	-0.0497437	0.0143433
0.0662231	-0.0506592	0.015564
0.0686646	-0.0515747	0.0170898
0.0714111	-0.0521851	0.0192261
0.0738525	-0.0521851	0.0216675
0.0769043	-0.0518799	0.0250244
0.0799561	-0.0518799	0.0280762
0.083313	-0.0515747	0.0317383
0.0869751	-0.0515747	0.0354004
0.0906372	-0.0518799	0.0387573
0.0942993	-0.0518799	0.0424194
0.0979614	-0.0524902	0.0454712
0.101624	-0.0531006	0.0485229
0.10498	-0.0537109	0.0512695
0.108337	-0.0543213	0.0540161
0.112	-0.0549316	0.0570679
0.115356	-0.055542	0.0598145
0.119019	-0.0564575	0.062561
0.122986	-0.0576782	0.0653076
0.126953	-0.0585938	0.0683594
0.13092	-0.0592041	0.0717163
0.135193	-0.0598145	0.0753784
0.139771	-0.0604248	0.0793457
0.144653	-0.06073	0.0839233
0.149841	-0.0613403	0.088501
0.155334	-0.0619507	0.0933838
0.161133	-0.062561	0.0985718
0.167236	-0.0631714	0.104065
0.17334	-0.0634766	0.109863
0.179749	-0.0640869	0.115662
0.186157	-0.0646973	0.12146
0.192566	-0.0656128	0.126953
0.198975	-0.0668335	0.132141
0.205078	-0.067749	0.137329
0.210876	-0.0686646	0.142212
0.216675	-0.0695801	0.147095
0.221863	-0.0698853	0.151978
0.226746	-0.0704956	0.15625
0.231323	-0.0714111	0.159912
0.235901	-0.0720215	0.163879
0.240173	-0.0723267	0.167847
0.244751	-0.0720215	0.172729
0.249329	-0.0717163	0.177612
0.254211	-0.0717163	0.182495
0.258789	-0.0720215	0.186768
0.262756	-0.0717163	0.19104
0.266418	-0.0714111	0.195007
0.269775	-0.0708008	0.198975
0.271912	-0.0695801	0.202332
0.272827	-0.067749	0.205078
0.272522	-0.0653076	0.207214
0.271301	-0.0622559	0.209045
0.26825	-0.0588989	0.209351
0.263672	-0.0546265	0.209045
0.257263	-0.0494385	0.207825
0.249023	-0.043335	0.205688
0.239258	-0.0357056	0.203552
0.228882	-0.0280762	0.200806
0.21759	-0.020752	0.196838
0.204468	-0.0131226	0.191345
0.189819	-0.00549316	0.184326
0.174561	0.00183105	0.176392
0.158997	0.00854492	0.167542
0.143127	0.0152588	0.158386
0.126648	0.0210571	0.147705
0.110779	0.0259399	0.136719
0.0952148	0.0296021	0.124817
0.0799561	0.0320435	0.112
0.0653076	0.0338745	0.0991821
0.0512695	0.0354004	0.0866699
0.0375366	0.0360107	0.0735474
0.0244141	0.0360107	0.0604248
0.0119019	0.0354004	0.0473022
0.000610352	0.0344849	0.0350952
-0.00946045	0.0332642	0.0238037
-0.0186157	0.0317383	0.0131226
-0.0268555	0.0299072	0.00305176
-0.0341797	0.0280762	-0.00610352
-0.0411987	0.0262451	-0.0149536
-0.0469971	0.0247192	-0.0222778
-0.0518799	0.0234985	-0.0283813
-0.0558472	0.0222778	-0.0335693
-0.0592041	0.0210571	-0.038147
-0.0619507	0.0198364	-0.0421143
-0.0643921	0.0189209	-0.0454712
-0.0665283	0.0177002	-0.0488281
-0.0686646	0.0170898	-0.0515747
-0.0704956	0.0164795	-0.0540161
-0.0723267	0.0164795	-0.0558472
-0.0738525	0.0167847	-0.0570679
-0.0750732	0.0170898	-0.0579834
-0.0759888	0.017395	-0.0585938
-0.0769043	0.0177002	-0.0592041
-0.0775146	0.0177002	-0.0598145
-0.078125	0.0177002	-0.0604248
-0.0787354	0.017395	-0.0613403
-0.0793457	0.0170898	-0.0622559
-0.0799561	0.0164795	-0.0634766
-0.0802612	0.0158691	-0.0643921
-0.0805664	0.0149536	-0.0656128
-0.0805664	0.0140381	-0.0665283
-0.0805664	0.0134277	-0.0671387
-0.0805664	0.0128174	-0.067749
-0.0802612	0.0128174	-0.0674438
-0.0796509	0.0125122	-0.0671387
-0.0787354	0.0125122	-0.0662231
-0.0775146	0.012207	-0.0653076
-0.0765991	0.012207	-0.0643921
-0.0756836	0.012207	-0.0634766
-0.0744629	0.012207	-0.0622559
-0.0738525	0.0119019	-0.0619507
-0.0732422	0.0115967	-0.0616455
-0.072937	0.0112915	-0.0616455
-0.0723267	0.0109863	-0.0613403
-0.0717163	0.0106812	-0.0610352
-0.0704956	0.00976563	-0.06073
-0.0695801	0.00946045	-0.0601196
-0.0680542	0.0088501	-0.0592041
-0.0665283	0.00823975	-0.0582886
-0.0640869	0.00732422	-0.0567627
-0.0610352	0.00579834	-0.0552368
-0.0579834	0.00427246	-0.0537109
-0.055542	0.00305176	-0.0524902
-0.0534058	0.00183105	-0.0515747
-0.0512695	0.000915527	-0.050354
-0.0497437	0.000610352	-0.0491333
-0.0485229	0.000305176	-0.0482178
-0.0476074	-0.000305176	-0.0479126
-0.0473022	-0.000305176	-0.0476074
-0.0466919	-0.000305176	-0.0469971
-0.0466919	0	-0.0466919
-0.0466919	0.000610352	-0.0460815
-0.0469971	0.00152588	-0.0454712
-0.0469971	0.00274658	-0.0442505
-0.0469971	0.00396729	-0.0430298
-0.0463867	0.00488281	-0.0415039
-0.0457764	0.00579834	-0.039978
-0.0448608	0.00640869	-0.0384521
-0.0439453	0.00671387	-0.0372314
-0.0427246	0.00671387	-0.0360107
-0.0415039	0.00671387	-0.03479
-0.0405884	0.00640869	-0.0341797
-0.0396729	0.00549316	-0.0341797
-0.0387573	0.00488281	-0.0338745
-0.0384521	0.00396729	-0.0344849
-0.0384521	0.00305176	-0.0354004
-0.0384521	0.00244141	-0.0360107
-0.0384521	0.00213623	-0.0363159
-0.0390625	0.00183105	-0.0372314
-0.0396729	0.00183105	-0.0378418
-0.0402832	0.00213623	-0.038147
-0.0408936	0.00244141	-0.0384521
-0.0415039	0.00305176	-0.0384521
-0.0418091	0.00366211	-0.038147
-0.0421143	0.00396729	-0.038147
-0.0424194	0.00396729	-0.0384521
-0.0430298	0.00427246	-0.0387573
-0.0439453	0.00457764	-0.0393677
-0.045166	0.00518799	-0.039978
-0.0460815	0.00549316	-0.0405884
-0.0473022	0.00579834	-0.0415039
-0.0485229	0.00579834	-0.0427246
-0.0497437	0.00549316	-0.0442505
-0.0509644	0.00549316	-0.0454712
-0.0518799	0.00457764	-0.0473022
-0.0524902	0.00366211	-0.0488281
-0.0531006	0.00274658	-0.050354
-0.0534058	0.00183105	-0.0515747
-0.0537109	0.000915527	-0.0527954
-0.0534058	-0.000610352	-0.0540161
-0.0527954	-0.00183105	-0.0546265
-0.0518799	-0.00335693	-0.0552368
-0.0512695	-0.00457764	-0.0558472
-0.0509644	-0.00549316	-0.0564575
-0.0509644	-0.00610352	-0.0570679
-0.0509644	-0.00579834	-0.0567627
-0.0509644	-0.00549316	-0.0564575
-0.0515747	-0.00427246	-0.0558472
-0.0527954	-0.00366211	-0.0564575
-0.0540161	-0.00305176	-0.0570679
-0.0552368	-0.00274658	-0.0579834
-0.0564575	-0.00213623	-0.0585938
-0.0570679	-0.00183105	-0.0588989
-0.0576782	-0.00152588	-0.0592041
-0.0576782	-0.00183105	-0.0595093
-0.057373	-0.00274658	-0.0601196
-0.0564575	-0.00396729	-0.0604248
-0.0558472	-0.00518799	-0.0610352
-0.0549316	-0.00640869	-0.0613403
-0.0546265	-0.00732422	-0.0619507
-0.0540161	-0.00793457	-0.0619507
-0.0537109	-0.00823975	-0.0619507
-0.0537109	-0.00854492	-0.0622559
-0.0540161	-0.00854492	-0.062561
-0.0543213	-0.0088501	-0.0631714
-0.0546265	-0.0088501	-0.0634766
-0.0546265	-0.0088501	-0.0634766
-0.0546265	-0.0088501	-0.0634766
-0.0543213	-0.00854492	-0.0628662
-0.0543213	-0.00823975	-0.062561
-0.0543213	-0.00793457	-0.0622559
-0.0540161	-0.00793457	-0.0619507
-0.0540161	-0.00793457	-0.0619507
-0.0537109	-0.00793457	-0.0616455
-0.0534058	-0.00793457	-0.0613403
-0.0537109	-0.00793457	-0.0616455
-0.0540161	-0.00823975	-0.0622559
-0.0540161	-0.00823975	-0.0622559
-0.0540161	-0.0088501	-0.0628662
-0.0540161	-0.00915527	-0.0631714
-0.0537109	-0.00946045	-0.0631714
-0.0537109	-0.00946045	-0.0631714
-0.0534058	-0.00915527	-0.062561
-0.0531006	-0.00823975	-0.0613403
-0.0527954	-0.00732422	-0.0601196
-0.0524902	-0.00610352	-0.0585938
-0.0521851	-0.00457764	-0.0567627
-0.0518799	-0.00274658	-0.0546265
-0.0512695	-0.000915527	-0.0521851
-0.0500488	0.000610352	-0.0494385
-0.0482178	0.00183105	-0.0463867
-0.0457764	0.00244141	-0.043335
-0.0424194	0.00244141	-0.039978
-0.0387573	0.00213623	-0.0366211
-0.0341797	0.00213623	-0.0320435
-0.0296021	0.00213623	-0.0274658
-0.0244141	0.00244141	-0.0219727
-0.0192261	0.00274658	-0.0164795
-0.0143433	0.00335693	-0.0109863
-0.010376	0.00488281	-0.00549316
-0.00701904	0.00640869	-0.000610352
-0.00366211	0.00762939	0.00396729
-0.000305176	0.00915527	0.0088501
0.00366211	0.010376	0.0140381
0.00854492	0.0112915	0.0198364
0.0140381	0.0109863	0.0250244
0.0198364	0.0100708	0.0299072
0.0247192	0.0088501	0.0335693
0.0289917	0.00762939	0.0366211
0.0326538	0.00671387	0.0393677
0.03479	0.00640869	0.0411987
0.0354004	0.00640869	0.0418091
0.0341797	0.00671387	0.0408936
0.0314331	0.00732422	0.0387573
0.0274658	0.00762939	0.0350952
0.0228882	0.00732422	0.0302124
0.0183105	0.00610352	0.0244141
0.0140381	0.00305176	0.0170898
0.0112915	-0.00152588	0.00976563
0.00976563	-0.00732422	0.00244141
0.00854492	-0.0134277	-0.00488281
0.00762939	-0.0198364	-0.012207
0.00671387	-0.0262451	-0.0195313
0.00518799	-0.0317383	-0.0265503
0.00274658	-0.0363159	-0.0335693
-0.000915527	-0.0396729	-0.0405884
-0.00610352	-0.0411987	-0.0473022
-0.0128174	-0.0408936	-0.0537109
-0.020752	-0.0390625	-0.0598145
-0.0286865	-0.0357056	-0.0643921
-0.0360107	-0.0320435	-0.0680542
-0.0436401	-0.0283813	-0.0720215
-0.0509644	-0.0247192	-0.0756836
-0.057373	-0.0213623	-0.0787354
-0.0628662	-0.0186157	-0.0814819
-0.0668335	-0.0167847	-0.0836182
-0.0701904	-0.0158691	-0.0860596
-0.0723267	-0.0158691	-0.0881958
-0.0732422	-0.0167847	-0.0900269
-0.0738525	-0.0180054	-0.0918579
-0.0738525	-0.0195313	-0.0933838
-0.0741577	-0.0213623	-0.09552
-0.0741577	-0.0228882	-0.0970459
-0.0741577	-0.0244141	-0.0985718
-0.0738525	-0.0253296	-0.0991821
-0.0735474	-0.0253296	-0.098877
-0.0738525	-0.0247192	-0.0985718
-0.0741577	-0.0234985	-0.0976563
-0.0741577	-0.0222778	-0.0964355
-0.0738525	-0.0210571	-0.0949097
-0.0735474	-0.0198364	-0.0933838
-0.072937	-0.0192261	-0.0921631
-0.0723267	-0.0189209	-0.0912476
-0.071106	-0.0189209	-0.0900269
-0.0698853	-0.0189209	-0.0888062
-0.0692749	-0.0189209	-0.0881958
-0.0689697	-0.0192261	-0.0881958
-0.0689697	-0.0192261	-0.0881958
-0.0692749	-0.0192261	-0.088501
-0.0698853	-0.0192261	-0.0891113
-0.0701904	-0.0189209	-0.0891113
-0.0708008	-0.0183105	-0.0891113
-0.0717163	-0.0177002	-0.0894165
-0.0723267	-0.017395	-0.0897217
-0.0723267	-0.0170898	-0.0894165
-0.0717163	-0.0167847	-0.088501
-0.071106	-0.0170898	-0.0881958
-0.0698853	-0.0177002	-0.0875854
-0.0686646	-0.0186157	-0.0872803
-0.0674438	-0.0192261	-0.0866699
-0.0665283	-0.0201416	-0.0866699
-0.065918	-0.0204468	-0.0863647
-0.0656128	-0.020752	-0.0863647
-0.0656128	-0.020752	-0.0863647
-0.0656128	-0.020752	-0.0863647
-0.065918	-0.0204468	-0.0863647
-0.0662231	-0.0198364	-0.0860596
-0.0668335	-0.0195313	-0.0863647
-0.0671387	-0.0186157	-0.0857544
-0.067749	-0.0177002	-0.0854492
-0.0683594	-0.0164795	-0.0848389
-0.0686646	-0.0152588	-0.0839233
-0.0683594	-0.0131226	-0.0814819
-0.0671387	-0.0088501	-0.0759888
-0.0640869	-0.00274658	-0.0668335
-0.0598145	0.00549316	-0.0543213
-0.0543213	0.0164795	-0.0378418
-0.0466919	0.0292969	-0.017395
-0.0360107	0.0427246	0.00671387
-0.0210571	0.0558472	0.03479
-0.000610352	0.0671387	0.0665283
0.0244141	0.0759888	0.100403
0.0540161	0.0820923	0.136108
0.0881958	0.0869751	0.175171
0.126038	0.0906372	0.216675
0.165405	0.0912476	0.256653
0.204468	0.0830078	0.287476
0.240784	0.0634766	0.30426
0.271606	0.0354004	0.307007
0.293884	0.00305176	0.296936
0.302734	-0.0289917	0.273743
0.295105	-0.06073	0.234375
0.269775	-0.0915527	0.178223
0.227661	-0.119019	0.108643
0.171509	-0.140076	0.0314331
0.10498	-0.151978	-0.0469971
0.0341797	-0.152283	-0.118103
-0.0344849	-0.141296	-0.175781
-0.0958252	-0.120239	-0.216064
-0.145569	-0.0921631	-0.237732
-0.179749	-0.0610352	-0.240784
-0.196838	-0.0311279	-0.227966
-0.196838	-0.00640869	-0.203247
-0.18158	0.0115967	-0.169983
-0.15564	0.0219727	-0.133667
-0.123596	0.0247192	-0.098877
-0.090332	0.0210571	-0.0692749
-0.0601196	0.0128174	-0.0473022
-0.0360107	0.00213623	-0.0338745
-0.0192261	-0.0088501	-0.0280762
-0.010376	-0.0186157	-0.0289917
-0.00823975	-0.0259399	-0.0341797
-0.0115967	-0.0299072	-0.0415039
-0.0177002	-0.0308228	-0.0485229
-0.0244141	-0.0305176	-0.0549316
-0.0305176	-0.0296021	-0.0601196
-0.0350952	-0.0286865	-0.0637817
-0.0378418	-0.027771	-0.0656128
-0.0390625	-0.0268555	-0.065918
-0.0387573	-0.0265503	-0.0653076
-0.0375366	-0.0268555	-0.0643921
-0.0357056	-0.027771	-0.0634766
-0.0332642	-0.0289917	-0.0622559
-0.0311279	-0.0305176	-0.0616455
-0.0292969	-0.0317383	-0.0610352
-0.0280762	-0.0323486	-0.0604248
-0.0268555	-0.032959	-0.0598145
-0.0256348	-0.0335693	-0.0592041
-0.0250244	-0.0338745	-0.0588989
-0.0244141	-0.0338745	-0.0582886
-0.0238037	-0.0338745	-0.0576782
-0.0228882	-0.0341797	-0.0570679
-0.0222778	-0.0341797	-0.0564575
-0.0219727	-0.0335693	-0.055542
-0.0216675	-0.0332642	-0.0549316
-0.0210571	-0.0326538	-0.0537109
-0.0204468	-0.0320435	-0.0524902
-0.0198364	-0.0311279	-0.0509644
-0.0189209	-0.0302124	-0.0491333
-0.0183105	-0.0292969	-0.0476074
-0.017395	-0.0289917	-0.0463867
-0.0167847	-0.0286865	-0.0454712
-0.0161743	-0.0286865	-0.0448608
-0.015564	-0.0289917	-0.0445557
-0.0146484	-0.0289917	-0.0436401
-0.0137329	-0.0292969	-0.0430298
-0.012207	-0.0292969	-0.0415039
-0.0109863	-0.0292969	-0.0402832
-0.00976563	-0.0299072	-0.0396729
-0.00854492	-0.0302124	-0.0387573
-0.00701904	-0.0302124	-0.0372314
-0.00579834	-0.0305176	-0.0363159
-0.00396729	-0.0308228	-0.03479
-0.00244141	-0.0311279	-0.0335693
-0.000915527	-0.0314331	-0.0323486
0.000915527	-0.0323486	-0.0314331
0.00274658	-0.032959	-0.0302124
0.00427246	-0.0335693	-0.0292969
0.00579834	-0.0341797	-0.0283813
0.00701904	-0.03479	-0.027771
0.00854492	-0.0354004	-0.0268555
0.00976563	-0.0354004	-0.0256348
0.0106812	-0.0350952	-0.0244141
0.0112915	-0.03479	-0.0234985
0.012207	-0.0341797	-0.0219727
0.0140381	-0.0341797	-0.0201416
0.0158691	-0.0341797	-0.0183105
0.017395	-0.0338745	-0.0164795
0.0186157	-0.0335693	-0.0149536
0.0204468	-0.0332642	-0.0128174
0.0228882	-0.0326538	-0.00976563
0.0253296	-0.0323486	-0.00701904
0.027771	-0.0323486	-0.00457764
0.0302124	-0.0326538	-0.00244141
0.0323486	-0.0326538	-0.000305176
0.0341797	-0.032959	0.0012207
0.0363159	-0.0335693	0.00274658
0.038147	-0.0338745	0.00427246
0.039978	-0.0344849	0.00549316
0.0421143	-0.0350952	0.00701904
0.0442505	-0.0357056	0.00854492
0.0466919	-0.0369263	0.00976563
0.0494385	-0.0378418	0.0115967
0.0521851	-0.0384521	0.0137329
0.0552368	-0.0387573	0.0164795
0.0585938	-0.0393677	0.0192261
0.0619507	-0.039978	0.0219727
0.065918	-0.0402832	0.0256348
0.0698853	-0.0405884	0.0292969
0.0741577	-0.0405884	0.0335693
0.0787354	-0.0405884	0.038147
0.083313	-0.0408936	0.0424194
0.088501	-0.0418091	0.0466919
0.0939941	-0.0424194	0.0515747
0.0997925	-0.043335	0.0564575
0.105896	-0.0445557	0.0613403
0.111694	-0.0454712	0.0662231
0.117188	-0.0463867	0.0708008
0.122681	-0.0476074	0.0750732
0.128174	-0.0485229	0.0796509
0.133667	-0.0494385	0.0842285
0.138855	-0.050354	0.088501
0.144348	-0.0515747	0.0927734
0.149536	-0.0524902	0.0970459
0.154724	-0.0534058	0.101318
0.159912	-0.0543213	0.105591
0.16571	-0.055542	0.110168
0.171814	-0.057373	0.114441
0.177917	-0.0588989	0.119019
0.184326	-0.0604248	0.123901
0.190735	-0.0619507	0.128784
0.196838	-0.0631714	0.133667
0.202942	-0.0643921	0.13855
0.209045	-0.0656128	0.143433
0.215149	-0.0665283	0.148621
0.220642	-0.0671387	0.153503
0.22644	-0.067749	0.158691
0.232239	-0.0683594	0.163879
0.237732	-0.0683594	0.169373
0.242615	-0.0683594	0.174255
0.247192	-0.0680542	0.179138
0.25177	-0.0680542	0.183716
0.256042	-0.067749	0.188293
0.26001	-0.0674438	0.192566
0.263672	-0.0668335	0.196838
0.266724	-0.065918	0.200806
0.26947	-0.0650024	0.204468
0.271301	-0.0634766	0.207825
0.272522	-0.0619507	0.210571
0.273132	-0.0604248	0.212708
0.272827	-0.0579834	0.214844
0.271301	-0.0552368	0.216064
0.267944	-0.0515747	0.21637
0.262756	-0.0473022	0.215454
0.255432	-0.0421143	0.213318
0.246582	-0.0369263	0.209656
0.236511	-0.0314331	0.205078
0.224304	-0.0256348	0.198669
0.211182	-0.0198364	0.191345
0.196838	-0.0143433	0.182495
0.181885	-0.00946045	0.172424
0.166626	-0.00488281	0.161743
0.151367	-0.000305176	0.151062
0.135803	0.00427246	0.140076
0.12085	0.00823975	0.129089
0.106506	0.0115967	0.118103
0.0921631	0.0143433	0.106506
0.078125	0.0164795	0.0946045
0.0643921	0.0186157	0.0830078
0.0509644	0.0201416	0.071106
0.0378418	0.0216675	0.0595093
0.0253296	0.022583	0.0479126
0.0137329	0.0231934	0.0369263
0.00274658	0.0238037	0.0265503
-0.00762939	0.0238037	0.0161743
-0.0167847	0.0234985	0.00671387
-0.0256348	0.0228882	-0.00274658
-0.0332642	0.0222778	-0.0109863
-0.0405884	0.0216675	-0.0189209
-0.0466919	0.0210571	-0.0256348
-0.0515747	0.0201416	-0.0314331
-0.0558472	0.0189209	-0.0369263
-0.0598145	0.017395	-0.0424194
-0.0634766	0.0161743	-0.0473022
-0.0665283	0.015564	-0.0509644
-0.0689697	0.0149536	-0.0540161
-0.0708008	0.0140381	-0.0567627
-0.0723267	0.0134277	-0.0588989
-0.0732422	0.0128174	-0.0604248
-0.0744629	0.012207	-0.0622559
-0.0759888	0.0119019	-0.0640869
-0.0769043	0.0106812	-0.0662231
-0.0778198	0.00915527	-0.0686646
-0.0784302	0.00762939	-0.0708008
0.039978	0.00244141	0.0424194
0.0402832	0.0012207	0.0415039
0.0384521	0.00183105	0.0402832
0.0354004	0.00335693	0.0387573
0.0314331	0.00396729	0.0354004
0.0265503	0.00274658	0.0292969
0.0219727	-0.0012207	0.020752
0.0189209	-0.00549316	0.0134277
0.0167847	-0.0088501	0.00793457
0.0161743	-0.0119019	0.00427246
0.0161743	-0.0167847	-0.000610352
0.0167847	-0.0228882	-0.00610352
0.0167847	-0.0299072	-0.0131226
0.0161743	-0.0354004	-0.0192261
0.0146484	-0.0384521	-0.0238037
0.0115967	-0.0387573	-0.0271606
0.00732422	-0.0387573	-0.0314331
