L I	L III	L II(Calc.)
0.279541	-0.0762939	0.203247
0.273132	-0.0698853	0.203247
0.264893	-0.0628662	0.202026
0.254822	-0.0552368	0.199585
0.24292	-0.0479126	0.195007
0.229797	-0.0411987	0.188599
0.215149	-0.0350952	0.180054
0.19928	-0.0292969	0.169983
0.183105	-0.0238037	0.159302
0.166931	-0.0186157	0.148315
0.150757	-0.0140381	0.136719
0.133667	-0.00976563	0.123901
0.116577	-0.00579834	0.110779
0.100098	-0.00244141	0.0976563
0.0842285	0.000610352	0.0848389
0.0695801	0.00335693	0.072937
0.0558472	0.00549316	0.0613403
0.0430298	0.00732422	0.050354
0.0308228	0.00854492	0.0393677
0.0195313	0.00946045	0.0289917
0.0088501	0.010376	0.0192261
-0.000915527	0.0106812	0.00976563
-0.00976563	0.010376	0.000610352
-0.017395	0.0100708	-0.00732422
-0.0244141	0.00976563	-0.0146484
-0.0311279	0.00946045	-0.0216675
-0.0369263	0.00946045	-0.0274658
-0.0418091	0.00854492	-0.0332642
-0.0460815	0.00732422	-0.0387573
-0.0500488	0.00579834	-0.0442505
-0.0540161	0.00457764	-0.0494385
-0.0570679	0.00335693	-0.0537109
-0.0592041	0.00183105	-0.057373
-0.0604248	-0.000305176	-0.06073
-0.0616455	-0.00244141	-0.0640869
-0.0628662	-0.00518799	-0.0680542
-0.0634766	-0.00762939	-0.071106
-0.0643921	-0.00946045	-0.0738525
-0.0646973	-0.0106812	-0.0753784
-0.0650024	-0.0119019	-0.0769043
-0.0653076	-0.0125122	-0.0778198
-0.0650024	-0.0128174	-0.0778198
-0.0653076	-0.0131226	-0.0784302
-0.065918	-0.0128174	-0.0787354
-0.0668335	-0.0119019	-0.0787354
-0.067749	-0.0112915	-0.0790405
-0.0680542	-0.010376	-0.0784302
-0.0686646	-0.00915527	-0.0778198
-0.0689697	-0.00823975	-0.0772095
-0.0686646	-0.00732422	-0.0759888
-0.0680542	-0.00701904	-0.0750732
-0.0671387	-0.00732422	-0.0744629
-0.0662231	-0.00793457	-0.0741577
-0.0653076	-0.00854492	-0.0738525
-0.0643921	-0.00946045	-0.0738525
-0.0631714	-0.010376	-0.0735474
-0.0619507	-0.0109863	-0.072937
-0.06073	-0.0119019	-0.0726318
-0.0595093	-0.0128174	-0.0723267
-0.0585938	-0.0134277	-0.0720215
-0.0582886	-0.0137329	-0.0720215
-0.0579834	-0.0134277	-0.0714111
-0.0576782	-0.0128174	-0.0704956
-0.0567627	-0.0112915	-0.0680542
-0.0558472	-0.00946045	-0.0653076
-0.0549316	-0.00793457	-0.0628662
-0.0534058	-0.00640869	-0.0598145
-0.0521851	-0.00549316	-0.0576782
-0.0512695	-0.00457764	-0.0558472
-0.050354	-0.00427246	-0.0546265
-0.0494385	-0.00457764	-0.0540161
-0.0482178	-0.00518799	-0.0534058
-0.0466919	-0.00610352	-0.0527954
-0.0448608	-0.00701904	-0.0518799
-0.0430298	-0.00762939	-0.0506592
-0.0415039	-0.00854492	-0.0500488
-0.0405884	-0.0088501	-0.0494385
-0.039978	-0.0088501	-0.0488281
-0.0393677	-0.0088501	-0.0482178
-0.0384521	-0.0088501	-0.0473022
-0.0378418	-0.00854492	-0.0463867
-0.038147	-0.00793457	-0.0460815
-0.0387573	-0.00762939	-0.0463867
-0.0393677	-0.00701904	-0.0463867
-0.039978	-0.00732422	-0.0473022
-0.0405884	-0.00793457	-0.0485229
-0.0411987	-0.00915527	-0.050354
-0.0415039	-0.0100708	-0.0515747
-0.0415039	-0.0106812	-0.0521851
-0.0415039	-0.0109863	-0.0524902
-0.0411987	-0.0109863	-0.0521851
-0.0402832	-0.0109863	-0.0512695
-0.0393677	-0.0112915	-0.0506592
-0.038147	-0.0112915	-0.0494385
-0.0375366	-0.0109863	-0.0485229
-0.0375366	-0.0100708	-0.0476074
-0.0378418	-0.00946045	-0.0473022
-0.0384521	-0.00915527	-0.0476074
-0.0387573	-0.00946045	-0.0482178
-0.0390625	-0.00976563	-0.0488281
-0.0396729	-0.010376	-0.0500488
-0.0402832	-0.0112915	-0.0515747
-0.0411987	-0.0125122	-0.0537109
-0.0415039	-0.0137329	-0.0552368
-0.0421143	-0.0146484	-0.0567627
-0.0427246	-0.0152588	-0.0579834
-0.0430298	-0.0152588	-0.0582886
-0.0436401	-0.0149536	-0.0585938
-0.0442505	-0.0143433	-0.0585938
-0.0442505	-0.0137329	-0.0579834
-0.0442505	-0.0128174	-0.0570679
-0.0436401	-0.012207	-0.0558472
-0.0430298	-0.012207	-0.0552368
-0.0424194	-0.012207	-0.0546265
-0.0418091	-0.0128174	-0.0546265
-0.0415039	-0.0137329	-0.0552368
-0.0411987	-0.0149536	-0.0561523
-0.0405884	-0.0161743	-0.0567627
-0.0402832	-0.0177002	-0.0579834
-0.0405884	-0.0189209	-0.0595093
-0.0411987	-0.0201416	-0.0613403
-0.0421143	-0.020752	-0.0628662
-0.0430298	-0.0210571	-0.0640869
-0.0445557	-0.020752	-0.0653076
-0.0460815	-0.0201416	-0.0662231
-0.0473022	-0.0195313	-0.0668335
-0.0479126	-0.0192261	-0.0671387
-0.0479126	-0.0189209	-0.0668335
-0.0479126	-0.0186157	-0.0665283
-0.0476074	-0.0183105	-0.065918
-0.0473022	-0.0186157	-0.065918
-0.0469971	-0.0192261	-0.0662231
-0.0466919	-0.0201416	-0.0668335
-0.0460815	-0.0210571	-0.0671387
-0.0454712	-0.0219727	-0.0674438
-0.0454712	-0.0228882	-0.0683594
-0.0454712	-0.0238037	-0.0692749
-0.0454712	-0.0244141	-0.0698853
-0.045166	-0.0247192	-0.0698853
-0.0454712	-0.0247192	-0.0701904
-0.0463867	-0.0238037	-0.0701904
-0.0473022	-0.0231934	-0.0704956
-0.0479126	-0.0228882	-0.0708008
-0.0479126	-0.0222778	-0.0701904
-0.0476074	-0.0219727	-0.0695801
-0.0473022	-0.0219727	-0.0692749
-0.0466919	-0.0222778	-0.0689697
-0.0460815	-0.022583	-0.0686646
-0.045166	-0.0231934	-0.0683594
-0.0442505	-0.0241089	-0.0683594
-0.0430298	-0.0250244	-0.0680542
-0.0418091	-0.0259399	-0.067749
-0.0405884	-0.0268555	-0.0674438
-0.0396729	-0.0271606	-0.0668335
-0.0393677	-0.0271606	-0.0665283
-0.0393677	-0.0268555	-0.0662231
-0.0393677	-0.0265503	-0.065918
-0.0393677	-0.0259399	-0.0653076
-0.0393677	-0.0247192	-0.0640869
-0.0387573	-0.0234985	-0.0622559
-0.0384521	-0.022583	-0.0610352
-0.0384521	-0.0222778	-0.06073
-0.0387573	-0.0222778	-0.0610352
-0.0387573	-0.0222778	-0.0610352
-0.0390625	-0.0219727	-0.0610352
-0.0393677	-0.0222778	-0.0616455
-0.0393677	-0.0228882	-0.0622559
-0.0393677	-0.0241089	-0.0634766
-0.0393677	-0.0253296	-0.0646973
-0.0396729	-0.0265503	-0.0662231
-0.039978	-0.0271606	-0.0671387
-0.039978	-0.0280762	-0.0680542
-0.0393677	-0.0286865	-0.0680542
-0.0384521	-0.0289917	-0.0674438
-0.0378418	-0.0289917	-0.0668335
-0.0375366	-0.0286865	-0.0662231
-0.0378418	-0.0283813	-0.0662231
-0.038147	-0.027771	-0.065918
-0.038147	-0.0274658	-0.0656128
-0.0378418	-0.0271606	-0.0650024
-0.0375366	-0.0268555	-0.0643921
-0.0375366	-0.0268555	-0.0643921
-0.0378418	-0.0265503	-0.0643921
-0.0378418	-0.0265503	-0.0643921
-0.0375366	-0.0268555	-0.0643921
-0.0366211	-0.0271606	-0.0637817
-0.0357056	-0.0274658	-0.0631714
-0.03479	-0.0274658	-0.0622559
-0.0344849	-0.0274658	-0.0619507
-0.0341797	-0.0271606	-0.0613403
-0.0332642	-0.0265503	-0.0598145
-0.0323486	-0.0259399	-0.0582886
-0.0308228	-0.0253296	-0.0561523
-0.0296021	-0.0247192	-0.0543213
-0.0286865	-0.0244141	-0.0531006
-0.0283813	-0.0234985	-0.0518799
-0.0280762	-0.0228882	-0.0509644
-0.027771	-0.0222778	-0.0500488
-0.0271606	-0.0213623	-0.0485229
-0.0268555	-0.020752	-0.0476074
-0.0265503	-0.0198364	-0.0463867
-0.0265503	-0.0189209	-0.0454712
-0.0259399	-0.0183105	-0.0442505
-0.0244141	-0.0177002	-0.0421143
-0.0222778	-0.0170898	-0.0393677
-0.0195313	-0.0161743	-0.0357056
-0.0158691	-0.0149536	-0.0308228
-0.0115967	-0.0140381	-0.0256348
-0.00610352	-0.0137329	-0.0198364
-0.000305176	-0.0140381	-0.0143433
0.00579834	-0.0140381	-0.00823975
0.0112915	-0.0140381	-0.00274658
0.0164795	-0.0140381	0.00244141
0.0213623	-0.0143433	0.00701904
0.0265503	-0.0152588	0.0112915
0.0323486	-0.0161743	0.0161743
0.038147	-0.0170898	0.0210571
0.0445557	-0.017395	0.0271606
0.0509644	-0.0177002	0.0332642
0.057373	-0.0177002	0.0396729
0.0628662	-0.017395	0.0454712
0.0674438	-0.0164795	0.0509644
0.0704956	-0.015564	0.0549316
0.0723267	-0.0140381	0.0582886
0.0726318	-0.0125122	0.0601196
0.071106	-0.0115967	0.0595093
0.0683594	-0.010376	0.0579834
0.0650024	-0.00976563	0.0552368
0.0610352	-0.0100708	0.0509644
0.0570679	-0.0115967	0.0454712
0.0537109	-0.0143433	0.0393677
0.0512695	-0.0183105	0.032959
0.0500488	-0.0231934	0.0268555
0.0500488	-0.0283813	0.0216675
0.0497437	-0.0338745	0.0158691
0.0494385	-0.039978	0.00946045
0.0485229	-0.0454712	0.00305176
0.0460815	-0.0497437	-0.00366211
0.0424194	-0.0531006	-0.0106812
0.0375366	-0.0549316	-0.017395
0.0308228	-0.055542	-0.0247192
0.0228882	-0.0546265	-0.0317383
0.0137329	-0.0521851	-0.0384521
0.00457764	-0.0488281	-0.0442505
-0.00396729	-0.045166	-0.0491333
-0.012207	-0.0415039	-0.0537109
-0.0198364	-0.0375366	-0.057373
-0.0262451	-0.0341797	-0.0604248
-0.0308228	-0.0317383	-0.062561
-0.0338745	-0.0302124	-0.0640869
-0.0354004	-0.0296021	-0.0650024
-0.0360107	-0.0286865	-0.0646973
-0.0363159	-0.0283813	-0.0646973
-0.0360107	-0.0280762	-0.0640869
-0.0350952	-0.0280762	-0.0631714
-0.0341797	-0.0283813	-0.062561
-0.0332642	-0.0286865	-0.0619507
-0.032959	-0.0289917	-0.0619507
-0.032959	-0.0292969	-0.0622559
-0.0335693	-0.0296021	-0.0631714
-0.0344849	-0.0292969	-0.0637817
-0.0354004	-0.0289917	-0.0643921
-0.0363159	-0.0286865	-0.0650024
-0.0369263	-0.0283813	-0.0653076
-0.0375366	-0.0283813	-0.065918
-0.0378418	-0.0283813	-0.0662231
-0.0384521	-0.027771	-0.0662231
-0.0390625	-0.0265503	-0.0656128
-0.0396729	-0.0250244	-0.0646973
-0.0402832	-0.0231934	-0.0634766
-0.0408936	-0.0216675	-0.062561
-0.0415039	-0.020752	-0.0622559
-0.0415039	-0.0204468	-0.0619507
-0.0415039	-0.0201416	-0.0616455
-0.0408936	-0.0198364	-0.06073
-0.039978	-0.0198364	-0.0598145
-0.0387573	-0.020752	-0.0595093
-0.0372314	-0.0216675	-0.0588989
-0.0360107	-0.0228882	-0.0588989
-0.0350952	-0.0231934	-0.0582886
-0.0335693	-0.0234985	-0.0570679
-0.0317383	-0.0234985	-0.0552368
-0.0299072	-0.0234985	-0.0534058
-0.0292969	-0.0231934	-0.0524902
-0.0292969	-0.0222778	-0.0515747
-0.0299072	-0.0216675	-0.0515747
-0.0302124	-0.0213623	-0.0515747
-0.0302124	-0.0213623	-0.0515747
-0.0302124	-0.0213623	-0.0515747
-0.0305176	-0.0213623	-0.0518799
-0.0311279	-0.0219727	-0.0531006
-0.0311279	-0.0228882	-0.0540161
-0.0314331	-0.0234985	-0.0549316
-0.0317383	-0.0238037	-0.055542
-0.0323486	-0.0238037	-0.0561523
-0.0332642	-0.0228882	-0.0561523
-0.0335693	-0.0210571	-0.0546265
-0.0332642	-0.0177002	-0.0509644
-0.032959	-0.012207	-0.045166
-0.0311279	-0.00427246	-0.0354004
-0.0280762	0.00549316	-0.022583
-0.0231934	0.0170898	-0.00610352
-0.0164795	0.0299072	0.0134277
-0.00610352	0.0424194	0.0363159
0.00946045	0.0521851	0.0616455
0.0317383	0.0582886	0.0900269
0.06073	0.0598145	0.120544
0.0964355	0.055542	0.151978
0.13916	0.0457764	0.184937
0.187378	0.0323486	0.219727
0.238953	0.0143433	0.253296
0.292358	-0.0128174	0.279541
0.346069	-0.0524902	0.293579
0.396118	-0.103149	0.292969
0.436707	-0.157471	0.279236
0.461426	-0.209961	0.251465
0.466003	-0.257874	0.20813
0.447998	-0.298462	0.149536
0.40802	-0.328979	0.0790405
0.348511	-0.346069	0.00244141
0.273132	-0.345764	-0.0726318
0.188293	-0.326843	-0.13855
0.101318	-0.290833	-0.189514
0.0192261	-0.240784	-0.221558
-0.0509644	-0.18219	-0.233154
-0.10498	-0.121155	-0.226135
-0.138855	-0.0640869	-0.202942
-0.151978	-0.0164795	-0.168457
-0.146179	0.0183105	-0.127869
-0.125427	0.0393677	-0.0860596
-0.0952148	0.0469971	-0.0482178
-0.0616455	0.0430298	-0.0186157
-0.0292969	0.0305176	0.0012207
-0.00244141	0.0140381	0.0115967
0.015564	-0.00305176	0.0125122
0.0250244	-0.0177002	0.00732422
0.0265503	-0.0280762	-0.00152588
0.0222778	-0.0338745	-0.0115967
0.0152588	-0.0360107	-0.020752
0.00762939	-0.03479	-0.0271606
0.000915527	-0.0320435	-0.0311279
-0.00396729	-0.0286865	-0.0326538
-0.00671387	-0.0256348	-0.0323486
-0.00762939	-0.0234985	-0.0311279
-0.00671387	-0.0219727	-0.0286865
-0.00518799	-0.0213623	-0.0265503
-0.00274658	-0.0216675	-0.0244141
-0.000610352	-0.022583	-0.0231934
0.0012207	-0.0234985	-0.0222778
0.00244141	-0.0241089	-0.0216675
0.00305176	-0.0247192	-0.0216675
0.00366211	-0.0253296	-0.0216675
0.00457764	-0.0256348	-0.0210571
0.00610352	-0.0256348	-0.0195313
0.00732422	-0.0256348	-0.0183105
0.00854492	-0.0256348	-0.0170898
0.00976563	-0.0250244	-0.0152588
0.0112915	-0.0247192	-0.0134277
0.0128174	-0.0244141	-0.0115967
0.0143433	-0.0238037	-0.00946045
0.015564	-0.0231934	-0.00762939
0.0167847	-0.0228882	-0.00610352
0.0177002	-0.0228882	-0.00518799
0.0186157	-0.0228882	-0.00427246
0.0195313	-0.0228882	-0.00335693
0.020752	-0.0231934	-0.00244141
0.0222778	-0.0231934	-0.000915527
0.0238037	-0.0234985	0.000305176
0.0253296	-0.0238037	0.00152588
0.0262451	-0.0241089	0.00213623
0.0265503	-0.0244141	0.00213623
0.0265503	-0.0244141	0.00213623
0.0268555	-0.0250244	0.00183105
0.0268555	-0.0256348	0.0012207
0.0271606	-0.0259399	0.0012207
0.0271606	-0.0265503	0.000610352
0.0268555	-0.0268555	0
0.0265503	-0.0271606	-0.000610352
0.0262451	-0.0274658	-0.0012207
0.0262451	-0.027771	-0.00152588
0.0265503	-0.0280762	-0.00152588
0.027771	-0.0280762	-0.000305176
0.0296021	-0.0283813	0.0012207
0.0311279	-0.0280762	0.00305176
0.032959	-0.027771	0.00518799
0.0354004	-0.0274658	0.00793457
0.038147	-0.027771	0.010376
0.0411987	-0.027771	0.0134277
0.0445557	-0.0280762	0.0164795
0.0479126	-0.0286865	0.0192261
0.0509644	-0.0296021	0.0213623
0.0537109	-0.0305176	0.0231934
0.0561523	-0.0314331	0.0247192
0.0579834	-0.0320435	0.0259399
0.0592041	-0.0326538	0.0265503
0.0604248	-0.0332642	0.0271606
0.0613403	-0.0335693	0.027771
0.062561	-0.0335693	0.0289917
0.0634766	-0.0332642	0.0302124
0.0643921	-0.032959	0.0314331
0.065918	-0.0326538	0.0332642
0.0674438	-0.0326538	0.03479
0.0692749	-0.0332642	0.0360107
0.0714111	-0.0338745	0.0375366
0.0738525	-0.0350952	0.0387573
0.0769043	-0.0366211	0.0402832
0.0799561	-0.038147	0.0418091
0.083313	-0.039978	0.043335
0.0866699	-0.0421143	0.0445557
0.090332	-0.0436401	0.0466919
0.0942993	-0.0448608	0.0494385
0.0982666	-0.0454712	0.0527954
0.102234	-0.0460815	0.0561523
0.105896	-0.0460815	0.0598145
0.109558	-0.0460815	0.0634766
0.11322	-0.0463867	0.0668335
0.116882	-0.0466919	0.0701904
0.12085	-0.0469971	0.0738525
0.124817	-0.0479126	0.0769043
0.128784	-0.0485229	0.0802612
0.133667	-0.0494385	0.0842285
0.138855	-0.0509644	0.0878906
0.144348	-0.0527954	0.0915527
0.149536	-0.0552368	0.0942993
0.155334	-0.057373	0.0979614
0.161438	-0.0595093	0.101929
0.167847	-0.0616455	0.106201
0.17395	-0.0637817	0.110168
0.180359	-0.0656128	0.114746
0.186768	-0.0680542	0.118713
0.192871	-0.0701904	0.122681
0.19928	-0.0723267	0.126953
0.205994	-0.0744629	0.131531
0.212402	-0.0762939	0.136108
0.218506	-0.078125	0.140381
0.224609	-0.0793457	0.145264
0.230408	-0.0805664	0.149841
0.236511	-0.0817871	0.154724
0.24231	-0.0823975	0.159912
0.247498	-0.0827026	0.164795
0.252991	-0.0827026	0.170288
0.258179	-0.0823975	0.175781
0.263367	-0.0820923	0.181274
0.268555	-0.0814819	0.187073
0.273438	-0.0814819	0.191956
0.278931	-0.0817871	0.197144
0.284119	-0.0820923	0.202026
0.289307	-0.0823975	0.206909
0.294189	-0.0830078	0.211182
0.298767	-0.0836182	0.215149
0.30304	-0.0842285	0.218811
0.307007	-0.0845337	0.222473
0.310059	-0.0842285	0.22583
0.311584	-0.083313	0.228271
0.312195	-0.0817871	0.230408
0.311584	-0.0793457	0.232239
0.309143	-0.0762939	0.232849
0.305176	-0.0720215	0.233154
0.299072	-0.0671387	0.231934
0.291138	-0.0619507	0.229187
0.281982	-0.0564575	0.225525
0.270996	-0.050354	0.220642
0.258179	-0.0439453	0.214233
0.244446	-0.0375366	0.206909
0.229492	-0.0311279	0.198364
0.213928	-0.0250244	0.188904
0.198059	-0.0192261	0.178833
0.18158	-0.0137329	0.167847
0.1651	-0.00854492	0.156555
0.148621	-0.00366211	0.144958
0.132751	0.0012207	0.133972
0.116882	0.00549316	0.122375
0.101624	0.00946045	0.111084
0.0872803	0.0128174	0.100098
0.0732422	0.0158691	0.0891113
0.0601196	0.0186157	0.0787354
0.0473022	0.0210571	0.0683594
0.0350952	0.0228882	0.0579834
0.0238037	0.0241089	0.0479126
0.0131226	0.0247192	0.0378418
0.00335693	0.0250244	0.0283813
-0.00518799	0.0244141	0.0192261
-0.0131226	0.0234985	0.010376
-0.0204468	0.022583	0.00213623
-0.0265503	0.0213623	-0.00518799
-0.0320435	0.0201416	-0.0119019
-0.0369263	0.0192261	-0.0177002
-0.0405884	0.0180054	-0.022583
-0.043335	0.0164795	-0.0268555
-0.0457764	0.0152588	-0.0305176
-0.0479126	0.0140381	-0.0338745
-0.0497437	0.0131226	-0.0366211
-0.0509644	0.012207	-0.0387573
-0.0518799	0.0112915	-0.0405884
-0.0527954	0.0106812	-0.0421143
-0.0537109	0.00976563	-0.0439453
-0.0549316	0.00915527	-0.0457764
-0.0558472	0.00854492	-0.0473022
-0.0564575	0.00793457	-0.0485229
-0.0567627	0.00762939	-0.0491333
-0.0570679	0.00732422	-0.0497437
-0.0576782	0.00701904	-0.0506592
-0.0576782	0.00671387	-0.0509644
-0.057373	0.00610352	-0.0512695
-0.0561523	0.00549316	-0.0506592
-0.0549316	0.00518799	-0.0497437
-0.0540161	0.00488281	-0.0491333
-0.0527954	0.00518799	-0.0476074
-0.0515747	0.00518799	-0.0463867
-0.050354	0.00488281	-0.0454712
-0.0491333	0.00457764	-0.0445557
-0.0482178	0.00457764	-0.0436401
-0.0479126	0.00518799	-0.0427246
-0.0476074	0.00579834	-0.0418091
-0.0469971	0.00579834	-0.0411987
-0.0460815	0.00579834	-0.0402832
-0.0448608	0.00579834	-0.0390625
-0.0442505	0.00549316	-0.0387573
-0.0436401	0.00579834	-0.0378418
-0.0427246	0.00610352	-0.0366211
-0.0411987	0.00610352	-0.0350952
-0.0396729	0.00610352	-0.0335693
-0.0378418	0.00610352	-0.0317383
-0.0363159	0.00610352	-0.0302124
-0.03479	0.00640869	-0.0283813
-0.0335693	0.00671387	-0.0268555
-0.032959	0.00671387	-0.0262451
-0.0326538	0.00671387	-0.0259399
-0.0320435	0.00579834	-0.0262451
-0.0311279	0.00488281	-0.0262451
-0.0308228	0.00396729	-0.0268555
-0.0308228	0.00305176	-0.027771
-0.0311279	0.00213623	-0.0289917
-0.0320435	0.00183105	-0.0302124
-0.032959	0.00152588	-0.0314331
-0.0335693	0.00183105	-0.0317383
-0.0338745	0.00183105	-0.0320435
-0.0335693	0.00183105	-0.0317383
-0.0332642	0.00213623	-0.0311279
-0.032959	0.00244141	-0.0305176
-0.0326538	0.00274658	-0.0299072
-0.0323486	0.00305176	-0.0292969
-0.0311279	0.00305176	-0.0280762
-0.0292969	0.00244141	-0.0268555
-0.0280762	0.00183105	-0.0262451
-0.0268555	0.00152588	-0.0253296
-0.0262451	0.0012207	-0.0250244
-0.0253296	0.000915527	-0.0244141
-0.0250244	0.000915527	-0.0241089
-0.0250244	0.000915527	-0.0241089
-0.0256348	0.0012207	-0.0244141
-0.0259399	0.00183105	-0.0241089
-0.0265503	0.00244141	-0.0241089
-0.0271606	0.00274658	-0.0244141
-0.027771	0.00305176	-0.0247192
-0.0283813	0.00335693	-0.0250244
-0.0289917	0.00305176	-0.0259399
-0.0292969	0.00305176	-0.0262451
-0.0292969	0.00274658	-0.0265503
-0.0289917	0.00244141	-0.0265503
-0.0286865	0.00213623	-0.0265503
-0.0289917	0.00183105	-0.0271606
-0.0299072	0.00152588	-0.0283813
-0.0302124	0.0012207	-0.0289917
-0.0302124	0.000915527	-0.0292969
-0.0299072	0	-0.0299072
-0.0296021	-0.000915527	-0.0305176
-0.0299072	-0.00213623	-0.0320435
-0.0308228	-0.00335693	-0.0341797
-0.0317383	-0.00427246	-0.0360107
-0.0320435	-0.00488281	-0.0369263
-0.0320435	-0.00579834	-0.0378418
-0.0323486	-0.00671387	-0.0390625
-0.032959	-0.00732422	-0.0402832
-0.0338745	-0.00793457	-0.0418091
-0.03479	-0.00793457	-0.0427246
-0.03479	-0.00793457	-0.0427246
-0.03479	-0.00793457	-0.0427246
-0.03479	-0.00732422	-0.0421143
-0.0354004	-0.00671387	-0.0421143
-0.0360107	-0.00640869	-0.0424194
-0.0360107	-0.00610352	-0.0421143
-0.0357056	-0.00610352	-0.0418091
-0.0350952	-0.00610352	-0.0411987
-0.03479	-0.00640869	-0.0411987
-0.0350952	-0.00701904	-0.0421143
-0.0357056	-0.00762939	-0.043335
-0.0366211	-0.00823975	-0.0448608
-0.0375366	-0.0088501	-0.0463867
-0.038147	-0.00946045	-0.0476074
-0.0387573	-0.0100708	-0.0488281
-0.0390625	-0.0106812	-0.0497437
-0.0396729	-0.0112915	-0.0509644
-0.039978	-0.0112915	-0.0512695
-0.0402832	-0.0115967	-0.0518799
-0.0402832	-0.0115967	-0.0518799
-0.039978	-0.0112915	-0.0512695
-0.0390625	-0.0112915	-0.050354
-0.0384521	-0.0112915	-0.0497437
-0.0378418	-0.0115967	-0.0494385
-0.0375366	-0.0115967	-0.0491333
-0.0375366	-0.0115967	-0.0491333
-0.0378418	-0.0119019	-0.0497437
-0.0378418	-0.0119019	-0.0497437
-0.038147	-0.0119019	-0.0500488
-0.0384521	-0.012207	-0.0506592
-0.0384521	-0.0125122	-0.0509644
-0.0387573	-0.0128174	-0.0515747
-0.0387573	-0.0134277	-0.0521851
-0.0387573	-0.0140381	-0.0527954
-0.0387573	-0.0143433	-0.0531006
-0.0387573	-0.0152588	-0.0540161
-0.0393677	-0.0161743	-0.055542
-0.0396729	-0.0170898	-0.0567627
-0.0396729	-0.0177002	-0.057373
-0.0393677	-0.0180054	-0.057373
-0.0390625	-0.0183105	-0.057373
-0.0387573	-0.0183105	-0.0570679
-0.038147	-0.0180054	-0.0561523
-0.0375366	-0.0180054	-0.055542
-0.0366211	-0.0180054	-0.0546265
-0.0357056	-0.0183105	-0.0540161
-0.0350952	-0.0183105	-0.0534058
-0.0350952	-0.0180054	-0.0531006
-0.0354004	-0.0180054	-0.0534058
-0.0360107	-0.0180054	-0.0540161
-0.0366211	-0.0180054	-0.0546265
-0.0372314	-0.0183105	-0.055542
-0.0378418	-0.0183105	-0.0561523
-0.0384521	-0.0183105	-0.0567627
-0.0384521	-0.0183105	-0.0567627
-0.0378418	-0.0180054	-0.0558472
-0.0372314	-0.0177002	-0.0549316
-0.0372314	-0.0177002	-0.0549316
-0.0369263	-0.0180054	-0.0549316
-0.0366211	-0.0186157	-0.0552368
-0.0360107	-0.0192261	-0.0552368
-0.0357056	-0.0195313	-0.0552368
-0.0357056	-0.0201416	-0.0558472
-0.0357056	-0.0204468	-0.0561523
-0.0360107	-0.0210571	-0.0570679
-0.0357056	-0.0216675	-0.057373
-0.0350952	-0.0228882	-0.0579834
-0.03479	-0.0238037	-0.0585938
-0.0341797	-0.0241089	-0.0582886
-0.0338745	-0.0241089	-0.0579834
-0.0335693	-0.0241089	-0.0576782
-0.0332642	-0.0241089	-0.057373
-0.032959	-0.0241089	-0.0570679
-0.0323486	-0.0241089	-0.0564575
-0.0317383	-0.0241089	-0.0558472
-0.0311279	-0.0241089	-0.0552368
-0.0311279	-0.0241089	-0.0552368
-0.0305176	-0.0238037	-0.0543213
-0.0299072	-0.0234985	-0.0534058
-0.0286865	-0.0228882	-0.0515747
-0.0274658	-0.0222778	-0.0497437
-0.0259399	-0.0216675	-0.0476074
-0.0238037	-0.020752	-0.0445557
-0.0219727	-0.0198364	-0.0418091
-0.0198364	-0.0189209	-0.0387573
-0.0177002	-0.0180054	-0.0357056
-0.0149536	-0.017395	-0.0323486
-0.0112915	-0.0170898	-0.0283813
-0.00701904	-0.0170898	-0.0241089
-0.00244141	-0.0177002	-0.0201416
0.00244141	-0.0180054	-0.015564
0.00701904	-0.0183105	-0.0112915
0.0112915	-0.0183105	-0.00701904
0.0149536	-0.0177002	-0.00274658
0.0186157	-0.017395	0.0012207
0.0222778	-0.0167847	0.00549316
0.0268555	-0.0164795	0.010376
0.0320435	-0.0158691	0.0161743
0.0372314	-0.0152588	0.0219727
0.0430298	-0.0152588	0.027771
0.0494385	-0.0158691	0.0335693
0.055542	-0.0167847	0.0387573
0.06073	-0.0170898	0.0436401
0.0646973	-0.0167847	0.0479126
0.0671387	-0.0161743	0.0509644
0.067749	-0.015564	0.0521851
0.0668335	-0.0149536	0.0518799
0.0637817	-0.0140381	0.0497437
0.0598145	-0.0131226	0.0466919
0.0549316	-0.0128174	0.0421143
0.0500488	-0.0134277	0.0366211
0.0463867	-0.0158691	0.0305176
0.0442505	-0.0195313	0.0247192
0.0430298	-0.0244141	0.0186157
0.0430298	-0.0302124	0.0128174
0.0439453	-0.0369263	0.00701904
0.0445557	-0.043335	0.0012207
0.0442505	-0.0488281	-0.00457764
0.043335	-0.0531006	-0.00976563
0.0408936	-0.0561523	-0.0152588
0.0372314	-0.057373	-0.0201416
0.0314331	-0.0570679	-0.0256348
0.0234985	-0.0549316	-0.0314331
0.0143433	-0.0512695	-0.0369263
0.00488281	-0.0466919	-0.0418091
-0.00457764	-0.0421143	-0.0466919
-0.0131226	-0.0378418	-0.0509644
-0.0201416	-0.0335693	-0.0537109
-0.0259399	-0.0302124	-0.0561523
-0.0302124	-0.0274658	-0.0576782
-0.0332642	-0.0253296	-0.0585938
-0.0354004	-0.0241089	-0.0595093
-0.0360107	-0.0238037	-0.0598145
-0.0357056	-0.0238037	-0.0595093
