Stethoscope	ECG
-0.0012207	0.00457764
0.0311279	-0.00457764
0.0445557	-0.0137329
0.0387573	-0.0222778
0.0494385	-0.0299072
0.0695801	-0.0369263
0.0701904	-0.043335
0.0344849	-0.0494385
-0.0167847	-0.0552368
-0.050354	-0.0601196
-0.0662231	-0.0634766
-0.0848389	-0.065918
-0.101318	-0.0674438
-0.0912476	-0.0686646
-0.0457764	-0.0692749
0.0219727	-0.0698853
0.0854492	-0.0701904
0.108032	-0.0698853
0.0915527	-0.0689697
0.0610352	-0.0680542
0.0466919	-0.067749
0.0384521	-0.067749
0.020752	-0.0680542
-0.00427246	-0.0686646
-0.0143433	-0.0695801
-0.0262451	-0.0708008
-0.0540161	-0.0720215
-0.0888062	-0.0735474
-0.121155	-0.0750732
-0.117798	-0.0765991
-0.0830078	-0.0775146
-0.0390625	-0.078125
0.00457764	-0.0787354
0.0497437	-0.0790405
0.0817871	-0.0790405
0.10376	-0.0787354
0.110779	-0.078125
0.098877	-0.0772095
0.088501	-0.0762939
0.0588989	-0.0750732
0.0332642	-0.0738525
0.00762939	-0.072937
-0.0531006	-0.0723267
-0.124512	-0.0714111
-0.160522	-0.0698853
-0.150757	-0.0689697
-0.117493	-0.0683594
-0.0698853	-0.0680542
-0.0149536	-0.0671387
0.0561523	-0.0665283
0.119934	-0.0656128
0.148926	-0.0650024
0.137939	-0.0640869
0.0994873	-0.0631714
0.0515747	-0.062561
0.00549316	-0.062561
-0.0332642	-0.0628662
-0.0640869	-0.0634766
-0.0839233	-0.0640869
-0.0735474	-0.0643921
-0.0430298	-0.0650024
-0.0238037	-0.0650024
-0.0186157	-0.0646973
-0.00976563	-0.0628662
0.00335693	-0.0576782
0.00915527	-0.0485229
0.0192261	-0.0360107
0.0192261	-0.0195313
0.0109863	-0.000305176
0.0180054	0.0219727
0.0332642	0.0469971
0.043335	0.0750732
0.0238037	0.10498
-0.00823975	0.135803
-0.027771	0.168457
-0.0228882	0.203857
-0.0100708	0.239868
-0.015564	0.272217
-0.0268555	0.294189
-0.0274658	0.303955
-0.0244141	0.301514
-0.00183105	0.28595
0.0161743	0.254517
0.0119019	0.205078
0.0109863	0.140381
0.0189209	0.0656128
0.0265503	-0.0125122
0.0256348	-0.0863647
0.00579834	-0.149536
-0.0274658	-0.196533
-0.0534058	-0.223999
-0.0570679	-0.231934
-0.038147	-0.221558
-0.00732422	-0.195618
0.0405884	-0.158997
0.0939941	-0.116577
0.129089	-0.0750732
0.118408	-0.0390625
0.0469971	-0.012207
-0.0442505	0.00427246
-0.120544	0.0115967
-0.178833	0.0112915
-0.184021	0.00640869
-0.130615	-0.00183105
-0.0378418	-0.0112915
0.0866699	-0.0198364
0.191345	-0.0262451
0.229492	-0.0299072
0.214233	-0.0314331
0.159912	-0.0314331
0.0680542	-0.0305176
-0.0320435	-0.0283813
-0.135803	-0.0259399
-0.227356	-0.0234985
-0.263977	-0.0219727
-0.243225	-0.0210571
-0.185547	-0.0198364
-0.0985718	-0.0186157
-0.00915527	-0.0170898
0.0628662	-0.0161743
0.143127	-0.0152588
0.212097	-0.0140381
0.260315	-0.0128174
0.281677	-0.0112915
0.241089	-0.00946045
0.152893	-0.00701904
0.0424194	-0.00518799
-0.088501	-0.00427246
-0.19104	-0.00396729
-0.23468	-0.00396729
-0.242004	-0.00366211
-0.226746	-0.00366211
-0.200195	-0.00396729
-0.151978	-0.00457764
-0.0787354	-0.00518799
0.0411987	-0.00518799
0.175171	-0.00457764
0.235291	-0.00335693
0.22644	-0.00183105
0.186157	-0.000610352
0.11322	0.00152588
0.0186157	0.00366211
-0.0714111	0.00549316
-0.153198	0.00701904
-0.205688	0.00854492
-0.159607	0.0100708
-0.06073	0.0119019
0.0537109	0.0140381
0.157166	0.0158691
0.205078	0.0170898
0.196228	0.0180054
0.132141	0.0189209
0.0170898	0.0198364
-0.0949097	0.0204468
-0.158081	0.020752
-0.180664	0.0204468
-0.172119	0.0198364
-0.137939	0.0201416
-0.0970459	0.0213623
-0.0326538	0.0222778
0.0628662	0.0238037
0.137329	0.0259399
0.157166	0.0286865
0.132751	0.0314331
0.0979614	0.0338745
0.045166	0.0369263
-0.0183105	0.039978
-0.0814819	0.0427246
-0.125732	0.0448608
-0.117798	0.0463867
-0.0668335	0.0482178
-0.00152588	0.050354
0.0405884	0.0521851
0.0552368	0.0540161
0.0686646	0.0561523
0.0811768	0.0582886
0.0668335	0.0604248
0.0299072	0.062561
-0.000610352	0.0653076
-0.0149536	0.0683594
-0.0149536	0.0714111
-0.0131226	0.0744629
-0.0372314	0.0778198
-0.072937	0.0817871
-0.0668335	0.0860596
-0.0228882	0.0906372
0.0167847	0.0952148
0.0213623	0.100403
0.0128174	0.105591
0.0167847	0.110474
0.0268555	0.114746
0.0378418	0.117798
0.00671387	0.121155
-0.0479126	0.125427
-0.0674438	0.13031
-0.0485229	0.135498
-0.0228882	0.140076
-0.00427246	0.145264
-0.00549316	0.151367
0.00183105	0.158081
0.0360107	0.1651
0.0640869	0.171509
0.0588989	0.177307
0.0201416	0.18219
-0.0241089	0.186768
-0.0292969	0.190125
-0.00488281	0.193481
0.00762939	0.196533
0.0177002	0.199585
0.0256348	0.202637
0.0378418	0.205688
0.0299072	0.20874
-0.00701904	0.211792
-0.0366211	0.215454
-0.0500488	0.219421
-0.0427246	0.222778
-0.00640869	0.225525
0.0335693	0.227051
0.0299072	0.227966
0.00671387	0.228577
-0.00671387	0.228577
-0.0262451	0.227661
-0.0491333	0.22583
-0.0280762	0.223083
0.0112915	0.218811
0.0363159	0.213013
0.0497437	0.206299
0.039978	0.198975
0.00305176	0.190125
-0.0161743	0.180054
-0.0180054	0.169373
-0.0375366	0.158386
-0.0637817	0.1474
-0.0588989	0.136414
-0.0384521	0.125732
-0.0106812	0.114746
0.00457764	0.104065
0.0088501	0.093689
0.0161743	0.0836182
0.0296021	0.0732422
0.0628662	0.0631714
0.0924683	0.0531006
0.0906372	0.0439453
0.0570679	0.03479
0.0140381	0.0259399
-0.0158691	0.017395
-0.0344849	0.00946045
-0.0396729	0.00213623
-0.0640869	-0.00457764
-0.0970459	-0.0106812
-0.0817871	-0.0158691
-0.0439453	-0.020752
-0.0308228	-0.0250244
-0.0332642	-0.0292969
0.00457764	-0.0332642
0.0567627	-0.0369263
0.0799561	-0.0405884
0.105896	-0.0445557
0.0695801	-0.0479126
-0.00244141	-0.0506592
-0.0128174	-0.0524902
-0.0476074	-0.0546265
-0.00915527	-0.0561523
0.0909424	-0.0576782
0.137634	-0.0588989
0.15686	-0.0592041
0.123901	-0.0588989
0.0115967	-0.0582886
-0.137024	-0.0579834
-0.249023	-0.0576782
-0.329285	-0.0576782
-0.361023	-0.0567627
-0.300293	-0.055542
-0.186157	-0.0543213
0.000305176	-0.0531006
0.275574	-0.0524902
0.473328	-0.0515747
0.534363	-0.0506592
0.479736	-0.0497437
0.285339	-0.0491333
0.0158691	-0.0488281
-0.218201	-0.0488281
-0.420532	-0.0488281
-0.563965	-0.0482178
-0.547791	-0.0479126
-0.367737	-0.0469971
-0.0848389	-0.0463867
0.210571	-0.045166
0.409851	-0.0439453
0.482178	-0.0427246
0.487061	-0.0415039
0.411987	-0.039978
0.240479	-0.0390625
0.0177002	-0.0387573
-0.187683	-0.0387573
-0.330811	-0.0387573
-0.389709	-0.0384521
-0.389404	-0.0378418
-0.345459	-0.0375366
-0.242004	-0.0369263
-0.0909424	-0.0357056
0.0668335	-0.0341797
0.182495	-0.0323486
0.245667	-0.0308228
0.250854	-0.0296021
0.210876	-0.0280762
0.151367	-0.0259399
0.0561523	-0.0241089
-0.0430298	-0.0228882
-0.0952148	-0.0222778
-0.093689	-0.0228882
-0.0427246	-0.0234985
-0.00244141	-0.0238037
0.0115967	-0.0234985
0.0250244	-0.0234985
0.0372314	-0.0234985
0.0344849	-0.0234985
0.00488281	-0.0241089
-0.0244141	-0.0250244
-0.0283813	-0.0253296
-0.0344849	-0.0259399
-0.0564575	-0.0259399
-0.0845337	-0.0259399
-0.100708	-0.0262451
-0.0708008	-0.0265503
-0.00274658	-0.0274658
0.0622559	-0.0283813
0.0942993	-0.0289917
0.0921631	-0.0289917
0.0772095	-0.0289917
0.0765991	-0.0283813
0.0634766	-0.0280762
0.0228882	-0.0286865
-0.0234985	-0.0299072
-0.062561	-0.0314331
-0.0912476	-0.0332642
-0.10376	-0.03479
-0.098877	-0.0363159
-0.0827026	-0.0378418
-0.0396729	-0.0393677
0.0112915	-0.0408936
0.0588989	-0.0421143
0.0762939	-0.0430298
0.0723267	-0.0436401
0.088501	-0.0442505
0.0915527	-0.0445557
0.0552368	-0.0445557
0.0338745	-0.0445557
0.00427246	-0.0448608
-0.0595093	-0.045166
-0.0942993	-0.0454712
-0.100098	-0.0454712
-0.105896	-0.0448608
-0.0949097	-0.0442505
-0.0576782	-0.0439453
-0.00335693	-0.0439453
0.0442505	-0.0445557
0.0775146	-0.0457764
0.09552	-0.0460815
0.0942993	-0.0460815
0.0875854	-0.0466919
0.0744629	-0.0473022
0.0210571	-0.0482178
-0.0497437	-0.0485229
-0.0717163	-0.0488281
-0.0546265	-0.0488281
-0.0463867	-0.0485229
-0.0253296	-0.0476074
-0.00335693	-0.0469971
0.00305176	-0.0466919
0.0186157	-0.0466919
0.0216675	-0.0466919
-0.00152588	-0.0469971
-0.0189209	-0.0469971
-0.00701904	-0.0473022
0.00976563	-0.0482178
0.00701904	-0.0488281
-0.00732422	-0.0491333
-0.0363159	-0.0491333
-0.0439453	-0.0485229
-0.0204468	-0.0482178
0.0228882	-0.0488281
0.0640869	-0.0491333
0.0726318	-0.0491333
0.0665283	-0.0488281
0.0567627	-0.0485229
0.012207	-0.0482178
-0.0424194	-0.0482178
-0.0897217	-0.0482178
-0.123901	-0.0482178
-0.12146	-0.0479126
-0.0738525	-0.0469971
-0.0143433	-0.0460815
0.0280762	-0.045166
0.0549316	-0.0448608
0.0750732	-0.0442505
0.0912476	-0.0442505
0.0839233	-0.0445557
0.0695801	-0.0454712
0.0448608	-0.0463867
0.017395	-0.0469971
0.0112915	-0.0473022
-0.0088501	-0.0479126
-0.0592041	-0.0488281
-0.105591	-0.0497437
-0.108948	-0.0497437
-0.0775146	-0.0491333
-0.0543213	-0.0479126
-0.0305176	-0.0466919
0.0140381	-0.0457764
0.0637817	-0.045166
0.106506	-0.0448608
0.113525	-0.0445557
0.0790405	-0.0445557
0.0268555	-0.0445557
-0.022583	-0.0442505
-0.0476074	-0.0442505
-0.0695801	-0.0439453
-0.0765991	-0.043335
-0.0460815	-0.0427246
-0.0012207	-0.0424194
0.0283813	-0.0424194
0.0250244	-0.0421143
0.000915527	-0.0415039
-0.00610352	-0.0402832
0.0180054	-0.0396729
0.0378418	-0.0393677
0.0341797	-0.0396729
0.00946045	-0.0396729
-0.00213623	-0.0390625
0.0119019	-0.0378418
0.0216675	-0.0363159
0.00183105	-0.0341797
-0.0402832	-0.0311279
-0.0668335	-0.027771
-0.0772095	-0.0231934
-0.0708008	-0.017395
-0.0485229	-0.0100708
-0.0259399	-0.00152588
0.0183105	0.00762939
0.0720215	0.0158691
0.101929	0.0241089
0.108948	0.0323486
0.0772095	0.0396729
0.0219727	0.0457764
-0.00366211	0.0509644
-0.0268555	0.0549316
-0.0558472	0.0582886
-0.072937	0.0619507
-0.0708008	0.0668335
-0.0552368	0.0726318
-0.0360107	0.0787354
-0.0119019	0.0842285
0.0119019	0.0894165
0.0390625	0.0949097
0.0704956	0.0997925
0.0915527	0.102844
0.0793457	0.104065
0.0338745	0.103455
-0.00640869	0.100708
-0.0256348	0.0958252
-0.0570679	0.0897217
-0.0744629	0.0817871
-0.067749	0.0735474
-0.0552368	0.0646973
-0.0183105	0.0558472
0.0299072	0.0469971
0.0469971	0.0375366
0.0360107	0.0274658
0.0137329	0.017395
0.00915527	0.00732422
0.0247192	-0.00213623
0.0143433	-0.0112915
-0.0088501	-0.0195313
-0.0250244	-0.0265503
-0.0286865	-0.0323486
-0.0195313	-0.0375366
-0.0231934	-0.0421143
-0.0305176	-0.0457764
-0.0146484	-0.0485229
0.0167847	-0.050354
0.0436401	-0.0518799
0.0427246	-0.0527954
0.0250244	-0.0537109
0.0183105	-0.0546265
0.0131226	-0.055542
0.00488281	-0.0564575
-0.0161743	-0.057373
-0.0344849	-0.0585938
-0.0354004	-0.0598145
-0.0146484	-0.06073
0.0219727	-0.0616455
0.0384521	-0.0628662
0.0354004	-0.0637817
0.0283813	-0.0643921
0.00946045	-0.0646973
-0.0143433	-0.0646973
-0.0372314	-0.0646973
-0.0653076	-0.0643921
-0.0741577	-0.0637817
-0.0442505	-0.0637817
0.000610352	-0.0637817
0.0314331	-0.0637817
0.0460815	-0.0631714
0.0549316	-0.0622559
0.0445557	-0.0616455
0.0222778	-0.0616455
-0.00823975	-0.0619507
-0.0354004	-0.0622559
-0.0415039	-0.0619507
-0.0305176	-0.0616455
-0.010376	-0.0613403
-0.0012207	-0.0613403
-0.00640869	-0.0613403
-0.00823975	-0.0613403
0.0112915	-0.0610352
0.0372314	-0.0604248
0.0405884	-0.0598145
0.0268555	-0.0592041
0.0149536	-0.0588989
0.00640869	-0.0582886
-0.0106812	-0.057373
-0.0286865	-0.0570679
-0.0473022	-0.0570679
-0.0500488	-0.0576782
-0.0192261	-0.0588989
0.0167847	-0.0592041
0.0274658	-0.0576782
0.0241089	-0.0534058
0.0262451	-0.0463867
0.0332642	-0.0363159
0.039978	-0.0228882
0.022583	-0.00610352
0.0012207	0.0131226
-0.00305176	0.0350952
-0.0164795	0.0595093
-0.0469971	0.0860596
-0.0720215	0.114441
-0.0820923	0.146484
-0.0540161	0.183105
-0.00213623	0.221558
0.043335	0.256042
0.067749	0.280762
0.0704956	0.293579
0.0622559	0.294495
0.0415039	0.283203
0.017395	0.257263
-0.0311279	0.214233
-0.0814819	0.15564
-0.098877	0.0863647
-0.0875854	0.0128174
-0.0354004	-0.0576782
0.00671387	-0.117798
0.0128174	-0.162354
0.0424194	-0.188904
0.0778198	-0.197144
0.0762939	-0.189209
0.0485229	-0.167542
-0.00335693	-0.137024
-0.0161743	-0.101624
-0.00823975	-0.0665283
-0.00427246	-0.0357056
0.0137329	-0.0119019
0.0222778	0.00335693
0.0177002	0.0106812
0.020752	0.0115967
-0.0268555	0.00793457
-0.136719	0.00183105
-0.14679	-0.00488281
-0.0323486	-0.010376
0.103455	-0.0143433
0.185852	-0.0164795
0.173645	-0.0164795
0.0576782	-0.0152588
-0.0521851	-0.0131226
-0.0241089	-0.0106812
0.122375	-0.00823975
-0.249023	-0.00610352
-0.520325	-0.00457764
-0.30426	-0.00427246
0.0524902	-0.00427246
0.292053	-0.00457764
0.306091	-0.00518799
0.13092	-0.00610352
-0.0558472	-0.00671387
-0.112305	-0.00732422
-0.0234985	-0.00762939
0.108337	-0.00762939
0.168457	-0.00732422
0.140076	-0.00640869
0.0814819	-0.00488281
0.0262451	-0.00305176
-0.0357056	-0.00152588
-0.0952148	-0.000610352
-0.134277	0
-0.159912	0.00152588
-0.133057	0.00335693
-0.0842285	0.00488281
-0.0701904	0.00610352
-0.0146484	0.00701904
0.0628662	0.00793457
0.106506	0.00854492
0.119629	0.00946045
0.0909424	0.010376
0.0537109	0.0109863
0.0283813	0.0125122
0.00366211	0.0140381
-0.027771	0.0152588
-0.0845337	0.0158691
-0.124817	0.0170898
-0.107422	0.0186157
-0.0604248	0.0198364
0.00244141	0.0213623
0.062561	0.0231934
0.107117	0.0253296
0.151062	0.0268555
0.163269	0.0271606
0.13031	0.0274658
0.0442505	0.027771
-0.0631714	0.0283813
-0.139465	0.0289917
-0.168762	0.0302124
-0.1651	0.0317383
-0.140991	0.0338745
-0.0802612	0.0360107
0.0112915	0.0384521
0.102844	0.0411987
0.158691	0.0436401
0.152893	0.0466919
0.116577	0.0497437
0.0845337	0.0521851
0.0311279	0.0543213
-0.0515747	0.0558472
-0.127563	0.057373
-0.169373	0.0592041
-0.153198	0.0613403
-0.0872803	0.0637817
-0.0253296	0.0662231
0.0216675	0.0689697
0.0747681	0.0720215
0.122375	0.0747681
0.136719	0.0772095
0.115967	0.0802612
0.0552368	0.083313
0.00366211	0.0863647
-0.0332642	0.0897217
-0.06073	0.0933838
-0.0534058	0.0967407
-0.0469971	0.100098
-0.045166	0.104065
-0.0289917	0.108337
-0.0238037	0.11261
-0.0231934	0.116882
-0.0231934	0.12146
-0.0265503	0.125732
-0.00793457	0.13031
0.0106812	0.134277
0.0244141	0.138855
0.0302124	0.144043
0.0326538	0.148926
0.0442505	0.153503
0.050354	0.158081
0.0250244	0.162354
-0.0238037	0.166931
-0.0579834	0.171509
-0.0476074	0.176392
-0.00183105	0.18158
0.0311279	0.186768
0.0369263	0.191956
0.039978	0.197144
0.0524902	0.201721
0.0363159	0.205688
0.000305176	0.209351
-0.0463867	0.212402
-0.0836182	0.215149
-0.0622559	0.21759
-0.0244141	0.220032
-0.00305176	0.222778
0.0158691	0.22583
0.0228882	0.229187
0.00518799	0.231934
-0.0158691	0.234375
-0.0177002	0.236511
-0.0286865	0.238342
-0.0253296	0.238953
0.0131226	0.238342
0.0360107	0.235901
0.043335	0.231628
0.0411987	0.22583
0.0363159	0.218506
0.0460815	0.210571
0.0350952	0.202637
-0.00854492	0.194397
-0.0320435	0.185852
-0.0305176	0.176392
-0.0250244	0.167236
-0.0216675	0.158081
-0.0402832	0.148621
-0.055542	0.139465
-0.0457764	0.1297
-0.0152588	0.119324
0.0192261	0.108032
0.0457764	0.0964355
0.0460815	0.0845337
0.0238037	0.0735474
0.0189209	0.0628662
0.0167847	0.0521851
0.000610352	0.0427246
-0.0170898	0.0335693
-0.0411987	0.0256348
-0.0543213	0.0186157
-0.0592041	0.0128174
-0.050354	0.00762939
-0.0180054	0.00305176
0.0262451	-0.000610352
0.0695801	-0.00427246
0.0814819	-0.00823975
0.0686646	-0.0131226
0.0411987	-0.0180054
0.0128174	-0.0228882
0.00549316	-0.0271606
-0.00793457	-0.0308228
-0.0497437	-0.0341797
-0.122375	-0.0369263
-0.0790405	-0.0396729
0.0286865	-0.0421143
0.142212	-0.043335
0.177307	-0.0439453
0.150146	-0.0439453
0.0613403	-0.0430298
-0.0289917	-0.0424194
-0.12085	-0.0418091
-0.228577	-0.0415039
-0.278625	-0.0415039
-0.271912	-0.0418091
-0.166931	-0.0418091
0.0378418	-0.0421143
0.230408	-0.0424194
0.34729	-0.0424194
0.357971	-0.0418091
0.245361	-0.0415039
0.0326538	-0.0408936
-0.220947	-0.039978
-0.408936	-0.0393677
-0.429688	-0.0390625
-0.289307	-0.0387573
-0.0411987	-0.0375366
0.249634	-0.0357056
0.480347	-0.0338745
0.572205	-0.032959
0.514832	-0.0320435
0.292969	-0.0305176
-0.0579834	-0.0286865
-0.411682	-0.0265503
-0.631714	-0.0238037
-0.636902	-0.0210571
-0.487976	-0.0186157
-0.258484	-0.0164795
-0.0216675	-0.0146484
0.179138	-0.0137329
0.336609	-0.0134277
0.416565	-0.0134277
0.418701	-0.0140381
0.333557	-0.0143433
0.193787	-0.0146484
0.057373	-0.0149536
-0.0695801	-0.0161743
-0.175476	-0.0170898
-0.240173	-0.0177002
-0.263977	-0.0177002
-0.215454	-0.0170898
-0.118408	-0.015564
-0.0360107	-0.0143433
0.0231934	-0.0137329
0.0830078	-0.0134277
0.131531	-0.0125122
0.154114	-0.0115967
0.134583	-0.0106812
0.0680542	-0.0100708
-0.00335693	-0.0100708
-0.0372314	-0.010376
-0.0436401	-0.010376
-0.055542	-0.0100708
-0.065918	-0.00946045
-0.0613403	-0.00946045
-0.0424194	-0.00976563
-0.0119019	-0.0109863
0.010376	-0.0128174
0.00762939	-0.0152588
0.00549316	-0.0177002
0.0210571	-0.0198364
0.0445557	-0.0216675
0.0491333	-0.0241089
0.0296021	-0.0268555
0.00946045	-0.0289917
0.00244141	-0.0305176
-0.00335693	-0.0311279
-0.0186157	-0.0314331
-0.0454712	-0.0308228
-0.0579834	-0.0299072
-0.0418091	-0.0292969
-0.0192261	-0.0292969
-0.000305176	-0.0296021
0.0088501	-0.0296021
0.0088501	-0.0302124
0.0192261	-0.0308228
0.0332642	-0.0314331
0.0357056	-0.0320435
0.0244141	-0.0326538
0.0106812	-0.0335693
-0.00335693	-0.03479
-0.00305176	-0.0357056
0.00213623	-0.0366211
-0.00976563	-0.0372314
-0.00915527	-0.038147
0.00610352	-0.0393677
0.00671387	-0.0408936
-0.00396729	-0.0415039
-0.027771	-0.0421143
-0.0524902	-0.0427246
-0.039978	-0.0436401
-0.0146484	-0.0439453
-0.00671387	-0.043335
-0.0012207	-0.0424194
0.00305176	-0.0418091
0.022583	-0.0418091
0.055542	-0.0415039
0.0704956	-0.0415039
0.0521851	-0.0415039
0.0289917	-0.0424194
0.0192261	-0.0439453
0.00335693	-0.0454712
-0.0314331	-0.0469971
-0.0640869	-0.0479126
-0.0769043	-0.0482178
-0.0585938	-0.0485229
-0.0119019	-0.0491333
0.00976563	-0.0488281
0.00335693	-0.0476074
0.00823975	-0.0454712
0.0289917	-0.0436401
0.038147	-0.0430298
0.0390625	-0.0427246
0.0189209	-0.0424194
-0.0109863	-0.0424194
-0.00976563	-0.0427246
0.0112915	-0.0430298
0.0131226	-0.0430298
-0.0158691	-0.0427246
-0.0488281	-0.0427246
-0.0424194	-0.0427246
-0.00793457	-0.0427246
0.0109863	-0.0424194
0.0119019	-0.0415039
0.000610352	-0.0408936
-0.0088501	-0.0405884
-0.00640869	-0.0411987
-0.0180054	-0.0421143
-0.0302124	-0.0430298
-0.0161743	-0.0436401
0.017395	-0.0439453
0.0534058	-0.0439453
0.0683594	-0.043335
0.0445557	-0.0427246
0.0296021	-0.0418091
0.0280762	-0.0396729
-0.0259399	-0.0369263
-0.06073	-0.032959
-0.0357056	-0.027771
-0.00732422	-0.020752
-0.0219727	-0.0131226
-0.0100708	-0.00549316
0.0170898	0.00213623
-0.00366211	0.00976563
-0.0146484	0.0180054
0.00274658	0.0259399
0.0125122	0.0332642
0.0201416	0.0393677
0.00732422	0.0448608
-0.0167847	0.0494385
-0.0219727	0.0540161
-0.0131226	0.0588989
-0.00396729	0.0640869
-0.0152588	0.0692749
-0.0338745	0.0741577
-0.0167847	0.0787354
0.00854492	0.0836182
0.020752	0.0881958
0.0314331	0.0918579
0.0299072	0.0946045
0.039978	0.09552
0.0506592	0.0946045
0.0314331	0.0918579
0.0012207	0.0869751
-0.0280762	0.0799561
-0.0268555	0.0714111
0.000915527	0.0619507
0.0106812	0.0518799
-0.0213623	0.0411987
-0.0588989	0.0296021
-0.0650024	0.0180054
-0.067749	0.00671387
-0.0689697	-0.00366211
-0.0497437	-0.0134277
-0.0125122	-0.0216675
0.0317383	-0.0289917
0.0891113	-0.0363159
0.129089	-0.043335
0.113525	-0.0491333
0.0683594	-0.0546265
0.0323486	-0.0595093
0.00640869	-0.0628662
-0.0213623	-0.0653076
-0.0402832	-0.0671387
-0.0512695	-0.0680542
-0.0628662	-0.0683594
-0.0518799	-0.0686646
-0.0445557	-0.0695801
-0.0537109	-0.0704956
-0.0323486	-0.0704956
0.00976563	-0.0695801
0.0540161	-0.0683594
0.0845337	-0.0674438
0.0436401	-0.0665283
-0.0146484	-0.0656128
-0.032959	-0.0650024
-0.0308228	-0.0653076
-0.0204468	-0.0656128
-0.0109863	-0.0656128
0.00335693	-0.0662231
0.0265503	-0.0671387
0.0439453	-0.0689697
0.0531006	-0.0714111
0.0271606	-0.0735474
-0.0198364	-0.0747681
-0.0445557	-0.0753784
-0.0445557	-0.0750732
-0.0375366	-0.0747681
-0.0320435	-0.0738525
-0.022583	-0.072937
0.0216675	-0.0717163
0.0619507	-0.0695801
0.071106	-0.0674438
0.0543213	-0.0653076
0.010376	-0.0640869
-0.0289917	-0.0631714
-0.0396729	-0.0628662
-0.0448608	-0.062561
-0.0411987	-0.0622559
-0.0222778	-0.062561
-0.00335693	-0.0631714
0.0152588	-0.0634766
0.0210571	-0.0637817
0.00671387	-0.0646973
-0.0143433	-0.065918
-0.0222778	-0.0674438
-0.00610352	-0.0692749
0.0125122	-0.0704956
0.0265503	-0.0692749
0.0296021	-0.0646973
0.0256348	-0.0570679
0.0247192	-0.0473022
-0.00732422	-0.0350952
-0.0424194	-0.020752
-0.0482178	-0.00427246
-0.0302124	0.0146484
0.000610352	0.0366211
0.0180054	0.06073
0.0210571	0.0878906
0.0302124	0.119019
0.038147	0.15564
0.032959	0.193787
0.00946045	0.227356
-0.0302124	0.252075
-0.0567627	0.266113
-0.0567627	0.268555
-0.0424194	0.259094
-0.0357056	0.234375
-0.0268555	0.192566
0.010376	0.135498
0.050354	0.0674438
0.078125	-0.00549316
0.0839233	-0.0744629
0.0579834	-0.131836
0.0265503	-0.172729
0.00213623	-0.195923
-0.0143433	-0.202026
-0.0320435	-0.192871
-0.0610352	-0.171509
-0.0708008	-0.140991
-0.0500488	-0.106201
-0.015564	-0.0717163
0.027771	-0.0408936
0.0524902	-0.017395
0.0524902	-0.00183105
0.0424194	0.00579834
0.012207	0.00762939
-0.0537109	0.00488281
-0.127869	-0.000610352
-0.140686	-0.00701904
-0.0689697	-0.0125122
0.0473022	-0.0167847
0.144653	-0.0198364
0.158691	-0.0213623
0.123291	-0.0216675
0.0939941	-0.020752
0.0469971	-0.0198364
-0.022583	-0.0183105
-0.0997925	-0.0167847
-0.144348	-0.0149536
-0.137329	-0.0140381
-0.127258	-0.0143433
-0.129395	-0.0149536
-0.122375	-0.0158691
-0.0909424	-0.0170898
-0.00335693	-0.017395
0.118103	-0.0167847
0.20752	-0.0158691
0.248718	-0.0149536
0.242615	-0.0125122
0.171204	-0.00946045
0.0915527	-0.00671387
0.0146484	-0.00427246
-0.0830078	-0.00244141
-0.136414	-0.000915527
-0.150146	0.000610352
-0.160828	0.00183105
-0.13916	0.00244141
-0.0967407	0.00274658
-0.0585938	0.00274658
-0.0158691	0.00274658
0.0216675	0.00305176
0.0396729	0.00396729
0.0494385	0.00610352
0.0543213	0.00793457
0.0650024	0.0100708
0.0949097	0.0131226
0.0473022	0.0167847
-0.0253296	0.0204468
-0.0582886	0.022583
-0.0518799	0.0234985
-0.0262451	0.0241089
0.0125122	0.0250244
0.0390625	0.0256348
0.0332642	0.0256348
0.0289917	0.0250244
0.0411987	0.0234985
0.0466919	0.022583
0.0296021	0.0222778
0.00335693	0.0231934
-0.0222778	0.0253296
-0.0411987	0.0274658
-0.0509644	0.0299072
-0.0747681	0.0326538
-0.090332	0.0354004
-0.0668335	0.038147
-0.0253296	0.0405884
0.0265503	0.0427246
0.0637817	0.0442505
0.0753784	0.045166
0.0732422	0.0469971
0.0610352	0.0494385
0.0289917	0.0515747
-0.015564	0.0537109
-0.0512695	0.0561523
-0.0753784	0.0585938
-0.0704956	0.0616455
-0.0372314	0.0650024
-0.00823975	0.0686646
0.0219727	0.0717163
0.0579834	0.0744629
0.0854492	0.0765991
0.0790405	0.0793457
0.0460815	0.0820923
0.00366211	0.0845337
-0.032959	0.0869751
-0.0668335	0.0900269
-0.090332	0.0930786
-0.0897217	0.0958252
-0.0686646	0.0991821
-0.0247192	0.103149
0.0314331	0.107727
0.0790405	0.11322
0.0878906	0.118713
0.078125	0.123901
0.0613403	0.129395
0.0311279	0.134583
-0.00762939	0.140076
-0.0466919	0.145569
-0.0775146	0.150146
-0.0775146	0.154419
-0.062561	0.158386
-0.0421143	0.162964
-0.0234985	0.167542
-0.000305176	0.172424
0.0421143	0.176697
0.0952148	0.180359
0.106812	0.183716
0.0521851	0.187073
-0.017395	0.19043
-0.0640869	0.194397
-0.0848389	0.198364
-0.0662231	0.201416
-0.0286865	0.203857
0.00671387	0.206604
0.0488281	0.209961
0.085144	0.213928
0.0799561	0.218201
0.0369263	0.222168
-0.0222778	0.22583
